Time,SP,PV,OP,error
101,-0.99994,0.34171,-0.91207,-0.34171
102,-0.99994,0.43709,-0.87517,-0.43709
103,-0.99994,0.61514,-0.76432,-0.61514
104,-0.99994,0.71052,-0.69045,-0.71052
105,-0.99994,0.42225,-0.87517,-0.42225
106,-0.99994,0.49644,-0.8382,-0.49644
107,-0.99994,0.51128,-0.76432,-0.51128
108,-0.99994,0.24633,-0.94905,-0.24633
109,-0.99994,0.38622,-0.8382,-0.38622
110,-0.99994,0.35019,-0.87517,-0.35019
111,-0.99994,0.4816,-0.80129,-0.4816
112,-0.99994,0.71688,-0.65348,-0.71688
113,-0.99994,0.54731,-0.72735,-0.54731
114,-0.99994,0.63633,-0.65348,-0.63633
115,-0.99994,0.52611,-0.72735,-0.52611
116,-0.99994,0.6215,-0.65348,-0.6215
117,-0.99994,0.40742,-0.80129,-0.40742
118,-0.99994,0.51128,-0.69045,-0.51128
119,-0.99994,0.68085,-0.5796,-0.68085
120,-0.99994,0.6215,-0.61657,-0.6215
121,-0.99994,0.6872,-0.5796,-0.6872
122,-0.99994,0.54095,-0.65348,-0.54095
123,-0.99994,0.95215,-0.39488,-0.95215
124,-0.99994,0.6215,-0.5796,-0.6215
125,-0.99994,0.59182,-0.61657,-0.59182
126,-0.99994,0.51128,-0.61657,-0.51128
127,-0.99994,0.54095,-0.61657,-0.54095
128,-0.99994,0.46041,-0.65348,-0.46041
129,-0.99994,0.60666,-0.5796,-0.60666
130,-0.99994,0.53247,-0.61657,-0.53247
131,-0.99994,0.90128,-0.35797,-0.90128
132,-0.99994,0.43073,-0.65348,-0.43073
133,-0.99994,0.60666,-0.54269,-0.60666
134,-0.99994,0.67237,-0.50572,-0.67237
135,-0.99994,0.54095,-0.54269,-0.54095
136,-0.99994,0.83558,-0.35797,-0.83558
137,-0.99994,0.69568,-0.43185,-0.69568
138,-0.99994,0.70204,-0.43185,-0.70204
139,-0.99994,0.69568,-0.39488,-0.69568
140,-0.99994,0.68085,-0.39488,-0.68085
141,-0.99994,0.94579,-0.24713,-0.94579
142,-0.99994,0.78259,-0.321,-0.78259
143,-0.99994,0.98183,-0.17325,-0.98183
144,-0.99994,0.64269,-0.39488,-0.64269
145,-0.99994,1.0412,-0.13634,-1.0412
146,-0.99994,0.77623,-0.2841,-0.77623
147,-0.99994,0.96063,-0.17325,-0.96063
148,-0.99994,0.64269,-0.35797,-0.64269
149,-0.99994,0.85041,-0.21022,-0.85041
150,-0.99994,0.94579,-0.13634,-0.94579
151,-0.99994,0.78259,-0.24713,-0.78259
152,-0.99994,0.81226,-0.17325,-0.81226
153,-0.99994,0.56215,-0.321,-0.56215
154,-0.99994,1.056,-0.025497,-1.056
155,-0.99994,0.99031,-0.025497,-0.99031
156,-0.99994,1.1514,0.08535,-1.1514
157,-0.99994,1.0115,-0.025497,-1.0115
158,-0.99994,0.88645,-0.062402,-0.88645
159,-0.99994,0.91612,-0.025497,-0.91612
160,-0.99994,1.0327,0.08535,-1.0327
161,-0.99994,0.79106,-0.099373,-0.79106
162,-0.99994,1.2404,0.19613,-1.2404
163,-0.99994,0.98183,0.08535,-0.98183
164,-0.99994,1.0857,0.12225,-1.0857
165,-0.99994,1.1302,0.19613,-1.1302
166,-0.99994,1.0115,0.12225,-1.0115
167,-0.99994,1.0624,0.15923,-1.0624
168,-0.99994,1.145,0.2331,-1.145
169,-0.99994,1.056,0.19613,-1.056
170,-0.99994,0.98183,0.19613,-0.98183
171,-0.99994,1.1662,0.30698,-1.1662
172,-0.99994,1.0624,0.2331,-1.0624
173,-0.99994,0.99667,0.2331,-0.99667
174,-0.99994,1.4015,0.4917,-1.4015
175,-0.99994,0.99031,0.27007,-0.99031
176,-0.99994,1.2553,0.41782,-1.2553
177,-0.99994,1.1069,0.38085,-1.1069
178,-0.99994,1.1662,0.41782,-1.1662
179,-0.99994,1.2998,0.5286,-1.2998
180,-0.99994,1.1599,0.45473,-1.1599
181,-0.99994,1.2765,0.5286,-1.2765
182,-0.99994,1.2023,0.4917,-1.2023
183,-0.99994,1.145,0.45473,-1.145
184,-0.99994,1.1154,0.4917,-1.1154
185,-0.99994,1.3125,0.60255,-1.3125
186,-0.99994,1.2404,0.60255,-1.2404
187,-0.99994,1.0857,0.4917,-1.0857
188,-0.99994,1.2913,0.67642,-1.2913
189,-0.99994,1.2023,0.60255,-1.2023
190,-0.99994,1.3061,0.71333,-1.3061
191,-0.99994,1.3358,0.7503,-1.3358
192,-0.99994,1.3655,0.7872,-1.3655
193,-0.99994,1.321,0.7503,-1.321
194,-0.99994,1.2404,0.7503,-1.2404
195,-0.99994,1.3061,0.7872,-1.3061
196,-0.99994,1.3951,0.89805,-1.3951
197,-0.99994,1.3273,0.86108,-1.3273
198,-0.99994,1.3655,0.89805,-1.3655
199,-0.99994,1.4248,0.93502,-1.4248
200,-0.99994,1.0709,0.7503,-1.0709
201,-0.99994,1.2849,0.89805,-1.2849
202,-0.99994,1.3803,0.93502,-1.3803
203,-0.99994,1.3951,1.0089,-1.3951
204,-0.99994,1.2849,0.93502,-1.2849
205,-0.99994,1.5117,1.1195,-1.5117
206,-0.99994,1.2553,0.97193,-1.2553
207,-0.99994,1.5202,1.1567,-1.5202
208,-0.99994,1.0624,0.86108,-1.0624
209,-0.99994,1.2616,1.0089,-1.2616
210,-0.99994,1.2171,1.0089,-1.2171
211,-0.99994,1.2023,1.0089,-1.2023
212,-0.99994,1.2404,1.0458,-1.2404
213,-0.99994,1.2256,1.0829,-1.2256
214,-0.99994,1.056,0.97193,-1.056
215,-0.99994,1.1874,1.0829,-1.1874
216,-0.99994,1.0412,1.0089,-1.0412
217,-0.99994,1.1874,1.0829,-1.1874
218,-0.99994,1.0772,1.0458,-1.0772
219,-0.99994,1.0475,1.0458,-1.0475
220,-0.99994,1.3655,1.2678,-1.3655
221,-0.99994,1.2404,1.1933,-1.2404
222,-0.99994,1.1874,1.1933,-1.1874
223,-0.99994,1.1154,1.1567,-1.1154
224,-0.99994,1.056,1.1195,-1.056
225,-0.99994,0.88009,1.0458,-0.88009
226,-0.99994,1.056,1.1567,-1.056
227,-0.99994,1.1154,1.2305,-1.1154
228,-0.99994,1.02,1.1567,-1.02
229,-0.99994,1.145,1.2305,-1.145
230,-0.99994,1.0412,1.2305,-1.0412
231,-0.99994,0.93732,1.1567,-0.93732
232,-0.99994,1.1514,1.3416,-1.1514
233,-0.99994,0.93732,1.1933,-0.93732
234,-0.99994,1.0475,1.2678,-1.0475
235,-0.99994,0.91612,1.2305,-0.91612
236,-0.99994,1.1154,1.3416,-1.1154
237,-0.99994,1.0624,1.3416,-1.0624
238,-0.99994,0.97547,1.3043,-0.97547
239,-0.99994,0.78259,1.1567,-0.78259
240,-0.99994,0.95215,1.3043,-0.95215
241,-0.99994,0.76139,1.1933,-0.76139
242,-0.99994,0.76775,1.1933,-0.76775
243,-0.99994,0.85041,1.2678,-0.85041
244,-0.99994,0.99667,1.3781,-0.99667
245,-0.99994,0.63633,1.1567,-0.63633
246,-0.99994,0.53247,1.0829,-0.53247
247,-0.99994,0.69568,1.2305,-0.69568
248,-0.99994,0.6215,1.1933,-0.6215
249,-0.99994,0.54095,1.1195,-0.54095
250,-0.99994,0.43073,1.0458,-0.43073
251,-0.99994,0.64269,1.1933,-0.64269
252,-0.99994,0.5028,1.1567,-0.5028
253,-0.99994,0.66601,1.2305,-0.66601
254,-0.99994,0.44557,1.1195,-0.44557
255,-0.99994,0.51764,1.1567,-0.51764
256,-0.99994,0.44557,1.1195,-0.44557
257,-0.99994,0.30568,1.0458,-0.30568
258,-0.99994,0.39258,1.1195,-0.39258
259,-0.99994,0.29084,1.0458,-0.29084
260,-0.99994,0.26752,1.0458,-0.26752
261,-0.99994,0.21665,1.0089,-0.21665
262,-0.99994,0.46041,1.1567,-0.46041
263,-0.99994,0.28236,1.0458,-0.28236
264,-0.99994,0.18062,0.97193,-0.18062
265,-0.99994,0.31204,1.0829,-0.31204
266,-0.99994,0.17214,1.0089,-0.17214
267,-0.99994,0.37138,1.1195,-0.37138
268,-0.99994,0.30568,1.0829,-0.30568
269,-0.99994,0.19546,1.0089,-0.19546
270,-0.99994,0.12763,0.97193,-0.12763
271,-0.99994,0.28236,1.0829,-0.28236
272,-0.99994,0.07676,0.93502,-0.07676
273,-0.99994,0.097956,0.97193,-0.097956
274,-0.99994,0.38622,1.1567,-0.38622
275,-0.99994,0.21029,1.0458,-0.21029
276,-0.99994,0.24633,1.0458,-0.24633
277,-0.99994,0.24633,1.0829,-0.24633
278,-0.99994,0.28236,1.1195,-0.28236
279,-0.99994,0.23785,1.0829,-0.23785
280,-0.99994,0.16578,1.0458,-0.16578
281,-0.99994,0.22513,1.0829,-0.22513
282,-0.99994,0.17214,1.0458,-0.17214
283,-0.99994,0.07676,0.97193,-0.07676
284,-0.99994,0.17214,1.0458,-0.17214
285,-0.99994,0.011052,0.93502,-0.011052
286,-0.99994,0.097956,1.0089,-0.097956
287,-0.99994,-0.114,0.86108,0.114
288,-0.99994,0.047085,0.97193,-0.047085
289,-0.99994,0.10643,1.0089,-0.10643
290,-0.99994,0.12127,1.0089,-0.12127
291,-0.99994,-0.012263,0.93502,0.012263
292,-0.99994,0.02589,0.93502,-0.02589
293,-0.99994,0.20182,1.0458,-0.20182
294,-0.99994,-0.30477,0.7503,0.30477
295,-0.99994,-0.033459,0.89805,0.033459
296,-0.99994,-0.099167,0.86108,0.099167
297,-0.99994,0.02589,0.93502,-0.02589
298,-0.99994,-0.28357,0.7503,0.28357
299,-0.99994,-0.12248,0.86108,0.12248
300,-0.99994,-0.22422,0.7872,0.22422
301,-0.99994,-0.16699,0.82417,0.16699
302,-0.99994,-0.20939,0.7872,0.20939
303,-0.99994,-0.29205,0.7503,0.29205
304,-0.99994,-0.42347,0.67642,0.42347
305,-0.99994,-0.10765,0.82417,0.10765
306,-0.99994,-0.34928,0.67642,0.34928
307,-0.99994,-0.28357,0.71333,0.28357
308,-0.99994,-0.41711,0.63945,0.41711
309,-0.99994,-0.51885,0.56558,0.51885
310,-0.99994,-0.43194,0.63945,0.43194
311,-0.99994,-0.36412,0.67642,0.36412
312,-0.99994,-0.26238,0.7503,0.26238
313,-0.99994,-0.35776,0.63945,0.35776
314,-0.99994,-0.41711,0.60255,0.41711
315,-0.99994,-0.37259,0.63945,0.37259
316,-0.99994,-0.35776,0.63945,0.35776
317,-0.99994,-0.53368,0.5286,0.53368
318,-0.99994,-0.40863,0.60255,0.40863
319,-0.99994,-0.6439,0.41782,0.6439
320,-0.99994,-0.48917,0.5286,0.48917
321,-0.99994,-0.58455,0.45473,0.58455
322,-0.99994,-0.4595,0.5286,0.4595
323,-0.99994,-0.58455,0.45473,0.58455
324,-0.99994,-0.48281,0.5286,0.48281
325,-0.99994,-0.4383,0.5286,0.4383
326,-0.99994,-0.60787,0.41782,0.60787
327,-0.99994,-0.31325,0.60255,0.31325
328,-0.99994,-0.54216,0.45473,0.54216
329,-0.99994,-0.51885,0.45473,0.51885
330,-0.99994,-0.67358,0.34395,0.67358
331,-0.99994,-0.65238,0.34395,0.65238
332,-0.99994,-0.4595,0.45473,0.4595
333,-0.99994,-0.71809,0.30698,0.71809
334,-0.99994,-0.45314,0.41782,0.45314
335,-0.99994,-0.56972,0.34395,0.56972
336,-0.99994,-0.63754,0.30698,0.63754
337,-0.99994,-0.58455,0.34395,0.58455
338,-0.99994,-0.65238,0.27007,0.65238
339,-0.99994,-0.42347,0.41782,0.42347
340,-0.99994,-0.67358,0.27007,0.67358
341,-0.99994,-0.51249,0.34395,0.51249
342,-0.99994,-0.5782,0.30698,0.5782
343,-0.99994,-0.69689,0.19613,0.69689
344,-0.99994,-0.87918,0.08535,0.87918
345,-0.99994,-0.27721,0.45473,0.27721
346,-0.99994,-0.9894,0.011474,0.9894
347,-0.99994,-0.81347,0.08535,0.81347
348,-0.99994,-0.67358,0.19613,0.67358
349,-0.99994,-0.76896,0.12225,0.76896
350,-0.99994,-0.56972,0.19613,0.56972
351,-0.99994,-0.75412,0.08535,0.75412
352,-0.99994,-0.84315,0.048378,0.84315
353,-0.99994,-0.66722,0.15923,0.66722
354,-0.99994,-0.79863,0.011474,0.79863
355,-0.99994,-0.82831,0.011474,0.82831
356,-0.99994,-0.70325,0.08535,0.70325
357,-0.99994,-0.53368,0.19613,0.53368
358,-0.99994,-0.72445,0.048378,0.72445
359,-0.99994,-0.71809,0.048378,0.71809
360,-0.99994,-0.74776,0.011474,0.74776
361,-0.99994,-0.87918,-0.099373,0.87918
362,-0.99994,-0.65238,0.048378,0.65238
363,-0.99994,-0.68841,0.011474,0.68841
364,-0.99994,-1.1293,-0.24713,1.1293
365,-0.99994,-0.68206,-0.025497,0.68206
366,-0.99994,-0.76896,-0.062402,0.76896
367,-0.99994,-0.93853,-0.17325,0.93853
368,-0.99994,-0.71809,-0.062402,0.71809
369,-0.99994,-0.96184,-0.21022,0.96184
370,-0.99994,-0.82195,-0.13634,0.82195
371,-0.99994,-0.89402,-0.21022,0.89402
372,-0.99994,-1.1145,-0.35797,1.1145
373,-0.99994,-0.95336,-0.24713,0.95336
374,-0.99994,-0.99788,-0.321,0.99788
375,-0.99994,-0.80711,-0.21022,0.80711
376,-0.99994,-0.82195,-0.21022,0.82195
377,-0.99994,-0.68841,-0.17325,0.68841
378,-0.99994,-1.0127,-0.35797,1.0127
379,-0.99994,-1.1293,-0.43185,1.1293
380,-0.99994,-0.9682,-0.35797,0.9682
381,-0.99994,-0.82831,-0.2841,0.82831
382,-0.99994,-0.79863,-0.2841,0.79863
383,-0.99994,-0.6439,-0.21022,0.6439
384,-0.99994,-1.1293,-0.50572,1.1293
385,-0.99994,-0.82831,-0.321,0.82831
386,-0.99994,-0.62271,-0.24713,0.62271
387,-0.99994,-0.88766,-0.39488,0.88766
388,-0.99994,-0.65238,-0.24713,0.65238
389,-0.99994,-0.9894,-0.50572,0.9894
390,-0.99994,-0.68841,-0.321,0.68841
391,-0.99994,-1.1441,-0.5796,1.1441
392,-0.99994,-0.95336,-0.50572,0.95336
393,-0.99994,-1.0636,-0.5796,1.0636
394,-0.99994,-1.0424,-0.5796,1.0424
395,-0.99994,-1.2183,-0.72735,1.2183
396,-0.99994,-0.82195,-0.46882,0.82195
397,-0.99994,-0.7838,-0.43185,0.7838
398,-0.99994,-0.97456,-0.61657,0.97456
399,-0.99994,-1.1293,-0.69045,1.1293
400,-0.99994,-0.68206,-0.46882,0.68206
401,-0.99994,-1.0572,-0.69045,1.0572
402,-0.99994,-0.80711,-0.54269,0.80711
403,-0.99994,-0.83467,-0.54269,0.83467
404,-0.99994,-0.91733,-0.65348,0.91733
405,-0.99994,-0.74776,-0.54269,0.74776
406,-0.99994,-0.92369,-0.65348,0.92369
407,-0.99994,-0.90249,-0.65348,0.90249
408,-0.99994,-0.92369,-0.69045,0.92369
409,-0.99994,-1.1738,-0.87517,1.1738
410,-0.99994,-0.69689,-0.5796,0.69689
411,-0.99994,-1.0339,-0.80129,1.0339
412,-0.99994,-0.8495,-0.69045,0.8495
413,-0.99994,-1.0721,-0.8382,1.0721
414,-0.99994,-0.73929,-0.65348,0.73929
415,-0.99994,-0.90249,-0.76432,0.90249
416,-0.99994,-0.93853,-0.80129,0.93853
417,-0.99994,-0.92369,-0.80129,0.92369
418,-0.99994,-1.0339,-0.87517,1.0339
419,-0.99994,-0.95336,-0.8382,0.95336
420,-0.99994,-0.82831,-0.76432,0.82831
421,-0.99994,-0.89402,-0.80129,0.89402
422,-0.99994,-0.75412,-0.76432,0.75412
423,-0.99994,-0.9894,-0.91207,0.9894
424,-0.99994,-0.90249,-0.87517,0.90249
425,-0.99994,-0.84315,-0.8382,0.84315
426,-0.99994,-0.63754,-0.72735,0.63754
427,-0.99994,-0.8495,-0.8382,0.8495
428,-0.99994,-0.91733,-0.94905,0.91733
429,-0.99994,-0.8495,-0.87517,0.8495
430,-0.99994,-0.68841,-0.80129,0.68841
431,-0.99994,-0.84315,-0.91207,0.84315
432,-0.99994,-0.92369,-0.98595,0.92369
433,-0.99994,-0.9894,-1.0229,0.9894
434,-0.99994,-0.8495,-0.94905,0.8495
435,-0.99994,-0.8495,-0.94905,0.8495
436,-0.99994,-0.93217,-1.0229,0.93217
437,-0.99994,-0.56336,-0.8382,0.56336
438,-0.99994,-0.87918,-1.0229,0.87918
439,-0.99994,-0.8495,-0.98595,0.8495
440,-0.99994,-1.0721,-1.1707,1.0721
441,-0.99994,-0.73293,-0.94905,0.73293
442,-0.99994,-0.8495,-1.0229,0.8495
443,-0.99994,-0.85798,-1.0968,0.85798
444,-0.99994,-0.86434,-1.0968,0.86434
445,-0.99994,-0.68206,-0.98595,0.68206
446,-0.99994,-0.66722,-0.98595,0.66722
447,-0.99994,-0.76896,-1.0598,0.76896
448,-0.99994,-0.61423,-0.94905,0.61423
449,-0.99994,-0.94701,-1.1707,0.94701
450,-0.99994,-0.71809,-1.0598,0.71809
451,-0.99994,-0.74776,-1.0968,0.74776
452,-0.99994,-0.96184,-1.2076,0.96184
453,-0.99994,-0.66722,-1.0598,0.66722
454,-0.99994,-0.73293,-1.0968,0.73293
455,-0.99994,-0.56336,-1.0229,0.56336
456,-0.99994,-0.65238,-1.0598,0.65238
457,-0.99994,-0.43194,-0.94905,0.43194
458,-0.99994,-0.51249,-1.0229,0.51249
459,-0.99994,-0.56972,-1.0598,0.56972
460,-0.99994,-0.93853,-1.2815,0.93853
461,-0.99994,-0.50401,-1.0229,0.50401
462,-0.99994,-0.63754,-1.1338,0.63754
463,-0.99994,-0.60787,-1.0968,0.60787
464,-0.99994,-0.51885,-1.0598,0.51885
465,-0.99994,-0.68206,-1.1707,0.68206
466,-0.99994,-0.4383,-1.0229,0.4383
467,-0.99994,-0.7626,-1.2445,0.7626
468,-0.99994,-0.66722,-1.1707,0.66722
469,-0.99994,-0.70325,-1.2076,0.70325
470,-0.99994,-0.63754,-1.1707,0.63754
471,-0.99994,-0.59303,-1.1707,0.59303
472,-0.99994,-0.56336,-1.1707,0.56336
473,-0.99994,-0.9894,-1.4293,0.9894
474,-0.99994,-0.68841,-1.2445,0.68841
475,-0.99994,-0.6439,-1.2445,0.6439
476,-0.99994,-0.39379,-1.0968,0.39379
477,-0.99994,-0.56972,-1.2076,0.56972
478,-0.99994,-0.27721,-1.0229,0.27721
479,-0.99994,-0.53368,-1.1707,0.53368
480,-0.99994,-0.17971,-0.98595,0.17971
481,-0.99994,-0.56336,-1.2445,0.56336
482,-0.99994,-0.45314,-1.1707,0.45314
483,-0.99994,-0.51249,-1.2076,0.51249
484,-0.99994,-0.51885,-1.2076,0.51885
485,-0.99994,-0.21786,-1.0229,0.21786
486,-0.99994,-0.56336,-1.2815,0.56336
487,-0.99994,-0.29841,-1.0968,0.29841
488,-0.99994,-0.38743,-1.1707,0.38743
489,-0.99994,-0.49765,-1.2076,0.49765
490,-0.99994,-0.19455,-1.0229,0.19455
491,-0.99994,-0.18819,-1.0229,0.18819
492,-0.99994,-0.48917,-1.2076,0.48917
493,-0.99994,-0.43194,-1.1707,0.43194
494,-0.99994,-0.23906,-1.0968,0.23906
495,-0.99994,-0.23906,-1.0968,0.23906
496,-0.99994,-0.19455,-1.0598,0.19455
497,-0.99994,-0.15852,-1.0598,0.15852
498,-0.99994,-0.17335,-1.0598,0.17335
499,-0.99994,-0.16699,-1.0598,0.16699
500,-0.99994,-0.10765,-1.0229,0.10765
501,-0.99994,-0.092808,-1.0229,0.092808
502,-0.99994,-0.29841,-1.1338,0.29841
503,-0.99994,-0.21786,-1.0968,0.21786
504,-0.99994,-0.08433,-0.98595,0.08433
505,-0.99994,-0.10765,-1.0229,0.10765
506,-0.99994,-0.063134,-0.98595,0.063134
507,-0.99994,-0.063134,-0.98595,0.063134
508,-0.99994,0.15095,-0.8382,-0.15095
509,-0.99994,-0.15216,-1.0598,0.15216
510,-0.99994,-0.092808,-1.0598,0.092808
511,-0.99994,0.26752,-0.80129,-0.26752
512,-0.99994,0.11279,-0.87517,-0.11279
513,-0.99994,-0.063134,-0.98595,0.063134
514,-0.99994,0.047085,-0.91207,-0.047085
515,-0.99994,-0.069492,-0.98595,0.069492
516,-0.99994,-0.077971,-0.98595,0.077971
517,-0.99994,0.12763,-0.87517,-0.12763
518,-0.99994,0.07676,-0.91207,-0.07676
519,-0.99994,0.33535,-0.72735,-0.33535
520,-0.99994,0.23785,-0.80129,-0.23785
521,-0.99994,0.14247,-0.87517,-0.14247
522,-0.99994,0.1573,-0.8382,-0.1573
523,-0.99994,0.23149,-0.80129,-0.23149
524,-0.99994,0.12127,-0.87517,-0.12127
525,-0.99994,0.21665,-0.80129,-0.21665
526,-0.99994,0.26752,-0.76432,-0.26752
527,-0.99994,0.15095,-0.8382,-0.15095
528,-0.99994,0.032248,-0.91207,-0.032248
529,-0.99994,0.12127,-0.87517,-0.12127
530,-0.99994,0.18062,-0.8382,-0.18062
531,-0.99994,0.12127,-0.8382,-0.12127
532,-0.99994,0.14247,-0.8382,-0.14247
533,-0.99994,0.35019,-0.69045,-0.35019
534,-0.99994,0.25269,-0.76432,-0.25269
535,-0.99994,0.32051,-0.72735,-0.32051
536,-0.99994,0.19546,-0.80129,-0.19546
537,-0.99994,0.29084,-0.72735,-0.29084
538,-0.99994,0.5028,-0.5796,-0.5028
539,-0.99994,0.40742,-0.61657,-0.40742
540,-0.99994,0.54095,-0.54269,-0.54095
541,-0.99994,0.46677,-0.5796,-0.46677
542,-0.99994,0.32051,-0.69045,-0.32051
543,-0.99994,0.52611,-0.54269,-0.52611
544,-0.99994,0.35655,-0.65348,-0.35655
545,-0.99994,0.51128,-0.50572,-0.51128
546,-0.99994,0.46041,-0.54269,-0.46041
547,-0.99994,0.47524,-0.54269,-0.47524
548,-0.99994,0.43709,-0.5796,-0.43709
549,-0.99994,0.51764,-0.50572,-0.51764
550,-0.99994,0.65753,-0.39488,-0.65753
551,-0.99994,0.47524,-0.50572,-0.47524
552,-0.99994,0.66601,-0.39488,-0.66601
553,-0.99994,0.46677,-0.50572,-0.46677
554,-0.99994,0.65753,-0.39488,-0.65753
555,-0.99994,0.57698,-0.39488,-0.57698
556,-0.99994,0.6003,-0.39488,-0.6003
557,-0.99994,0.39258,-0.50572,-0.39258
558,-0.99994,0.35655,-0.54269,-0.35655
559,-0.99994,0.79106,-0.2841,-0.79106
560,-0.99994,0.43073,-0.46882,-0.43073
561,-0.99994,0.65117,-0.321,-0.65117
562,-0.99994,0.58546,-0.35797,-0.58546
563,-0.99994,0.6215,-0.321,-0.6215
564,-0.99994,0.70204,-0.24713,-0.70204
565,-0.99994,0.58546,-0.321,-0.58546
566,-0.99994,0.74019,-0.21022,-0.74019
567,-0.99994,0.71052,-0.24713,-0.71052
568,-0.99994,0.64269,-0.24713,-0.64269
