time,SP,PV,OP
155,110,-0.392541806,0.86611204
156,110,-0.022541806,0.85611204
157,110,0.857458194,0.81611204
158,110,1.857458194,0.72611204
159,110,2.607458194,0.62611204
160,110,3.107458194,0.49611204
161,110,3.227458194,0.37611204
162,110,3.477458194,0.24611204
163,110,3.357458194,0.12611204
164,110,3.227458194,0.00611204
165,110,3.357458194,-0.11388796
166,110,3.227458194,-0.23388796
167,110,3.107458194,-0.34388796
168,110,2.357458194,-0.41388796
169,110,1.857458194,-0.47388796
170,110,1.477458194,-0.52388796
171,110,1.357458194,-0.57388796
172,110,1.227458194,-0.62388796
173,110,0.727458194,-0.64388796
174,110,0.607458194,-0.66388796
175,110,0.607458194,-0.68388796
176,110,0.607458194,-0.70388796
177,110,0.227458194,-0.70388796
178,110,0.357458194,-0.72388796
179,110,0.227458194,-0.73388796
180,110,0.227458194,-0.74388796
181,110,0.227458194,-0.75388796
182,110,0.227458194,-0.75388796
183,110,-0.392541806,-0.73388796
184,110,-0.642541806,-0.71388796
185,110,-0.522541806,-0.69388796
186,110,-0.142541806,-0.69388796
187,110,-0.142541806,-0.69388796
188,110,-0.142541806,-0.68388796
189,110,0.107458194,-0.69388796
190,110,0.227458194,-0.70388796
191,110,0.357458194,-0.72388796
192,110,0.477458194,-0.74388796
193,110,0.607458194,-0.76388796
194,110,0.107458194,-0.76388796
195,110,-0.642541806,-0.72388796
196,110,-1.642541806,-0.65388796
197,110,-1.642541806,-0.59388796
198,110,-2.392541806,-0.49388796
199,110,-2.772541806,-0.39388796
200,110,-3.022541806,-0.27388796
201,110,-3.392541806,-0.14388796
202,110,-3.272541806,-0.03388796
203,110,-3.022541806,0.07611204
204,110,-2.892541806,0.17611204
205,110,-2.892541806,0.28611204
206,110,-3.392541806,0.41611204
207,110,-3.392541806,0.53611204
208,110,-2.892541806,0.63611204
209,110,-2.392541806,0.71611204
210,110,-2.142541806,0.78611204
211,110,-1.392541806,0.82611204
212,110,-0.892541806,0.84611204
213,110,-0.522541806,0.85611204
214,110,-0.642541806,0.88611204
215,110,-0.142541806,0.88611204
216,110,0.357458194,0.85611204
217,110,1.227458194,0.80611204
218,110,1.977458194,0.71611204
219,110,2.227458194,0.63611204
220,110,2.357458194,0.54611204
221,110,2.607458194,0.44611204
222,110,2.857458194,0.33611204
223,110,2.607458194,0.24611204
224,110,2.607458194,0.14611204
225,110,1.607458194,0.10611204
226,110,0.977458194,0.07611204
227,110,1.107458194,0.03611204
228,110,0.727458194,0.01611204
229,110,0.727458194,-0.01388796
230,110,-0.022541806,-0.00388796
231,110,0.227458194,-0.01388796
232,110,-0.022541806,-0.01388796
233,110,0.107458194,-0.02388796
234,110,0.357458194,-0.03388796
235,110,0.227458194,-0.04388796
236,110,0.227458194,-0.05388796
237,110,0.357458194,-0.06388796
238,110,-0.142541806,-0.05388796
239,110,0.227458194,-0.07388796
240,110,0.607458194,-0.10388796
241,110,1.107458194,-0.14388796
242,110,1.727458194,-0.22388796
243,110,2.227458194,-0.31388796
244,110,2.357458194,-0.40388796
245,110,2.357458194,-0.48388796
246,110,2.357458194,-0.57388796
247,110,2.607458194,-0.67388796
248,110,2.477458194,-0.76388796
249,110,2.477458194,-0.85388796
250,110,2.357458194,-0.93388796
251,110,1.477458194,-0.97388796
252,110,1.357458194,-1.02388796
253,110,0.857458194,-1.05388796
254,110,-0.142541806,-1.03388796
255,110,-0.892541806,-0.98388796
256,110,-2.142541806,-0.89388796
257,110,-2.522541806,-0.79388796
258,110,-3.392541806,-0.65388796
259,110,-3.522541806,-0.52388796
260,110,-3.642541806,-0.39388796
261,110,-3.772541806,-0.25388796
262,110,-3.642541806,-0.12388796
263,110,-4.022541806,0.02611204
264,110,-4.142541806,0.17611204
265,110,-4.142541806,0.32611204
266,110,-3.642541806,0.45611204
267,110,-2.772541806,0.53611204
268,110,-2.272541806,0.61611204
269,110,-1.892541806,0.67611204
270,110,-1.392541806,0.71611204
271,110,-0.772541806,0.73611204
272,110,-0.892541806,0.76611204
273,110,-0.642541806,0.78611204
274,110,-0.522541806,0.80611204
275,110,-0.392541806,0.81611204
276,110,-0.142541806,0.81611204
277,110,-0.142541806,0.82611204
278,110,-0.392541806,0.83611204
279,110,-0.892541806,0.87611204
280,110,-0.892541806,0.91611204
281,110,-0.892541806,0.94611204
282,110,-0.772541806,0.96611204
283,110,-0.642541806,0.98611204
284,110,-0.642541806,1.01611204
285,110,-0.772541806,1.04611204
286,110,-0.642541806,1.06611204
287,110,-0.892541806,1.09611204
288,110,-0.772541806,1.12611204
289,110,-0.642541806,1.14611204
290,110,-0.522541806,1.15611204
291,110,0.107458194,1.14611204
292,110,0.107458194,1.14611204
293,110,0.357458194,1.12611204
294,110,0.477458194,1.10611204
295,110,0.477458194,1.08611204
296,110,0.227458194,1.08611204
297,110,0.607458194,1.05611204
298,110,0.977458194,1.00611204
299,110,1.477458194,0.94611204
300,110,1.477458194,0.89611204
301,110,1.857458194,0.81611204
302,110,2.107458194,0.73611204
303,110,2.227458194,0.65611204
304,110,2.107458194,0.57611204
305,110,2.107458194,0.50611204
306,110,2.357458194,0.41611204
307,110,2.227458194,0.32611204
308,110,2.357458194,0.24611204
309,110,2.607458194,0.14611204
310,110,2.227458194,0.06611204
311,110,1.857458194,0.00611204
312,110,1.107458194,-0.02388796
313,110,0.727458194,-0.04388796
314,110,0.477458194,-0.06388796
315,110,-0.022541806,-0.05388796
316,110,-0.272541806,-0.04388796
317,110,-0.142541806,-0.03388796
318,110,-0.142541806,-0.03388796
319,110,-0.642541806,-0.00388796
320,110,-0.772541806,0.02611204
321,110,-0.642541806,0.04611204
322,110,-0.642541806,0.06611204
323,110,-0.642541806,0.09611204
324,110,-0.142541806,0.08611204
325,110,0.607458194,0.05611204
326,110,0.977458194,0.01611204
327,110,1.227458194,-0.03388796
328,110,1.727458194,-0.10388796
329,110,1.477458194,-0.15388796
330,110,1.727458194,-0.22388796
331,110,1.857458194,-0.29388796
332,110,2.607458194,-0.40388796
333,110,2.357458194,-0.48388796
334,110,2.607458194,-0.58388796
335,110,2.607458194,-0.68388796
336,110,2.727458194,-0.78388796
337,110,2.727458194,-0.88388796
338,110,3.107458194,-1.00388796
339,110,2.607458194,-1.09388796
340,110,2.477458194,-1.18388796
341,110,1.227458194,-1.20388796
342,110,-0.522541806,-1.16388796
343,110,-2.892541806,-1.02388796
344,110,-5.022541806,-0.80388796
345,110,-6.022541806,-0.57388796
346,110,-6.772541806,-0.31388796
347,110,-6.892541806,-0.06388796
348,110,-7.022541806,0.19611204
349,110,-7.022541806,0.44611204
350,110,-7.142541806,0.71611204
351,110,-7.272541806,0.97611204
352,110,-7.272541806,1.24611204
353,110,-6.522541806,1.46611204
354,110,-4.272541806,1.58611204
355,110,-1.642541806,1.60611204
356,110,0.477458194,1.55611204
357,110,2.977458194,1.40611204
358,110,4.357458194,1.22611204
359,110,4.727458194,1.04611204
360,110,5.477458194,0.83611204
361,110,5.977458194,0.60611204
362,110,6.227458194,0.37611204
363,110,6.727458194,0.12611204
364,110,6.977458194,-0.13388796
365,110,7.107458194,-0.39388796
366,110,7.107458194,-0.65388796
367,110,7.357458194,-0.92388796
368,110,7.107458194,-1.18388796
369,110,6.727458194,-1.42388796
370,110,4.607458194,-1.56388796
371,110,0.357458194,-1.50388796
372,110,-2.892541806,-1.35388796
373,110,-4.522541806,-1.16388796
374,110,-5.272541806,-0.96388796
375,110,-5.892541806,-0.73388796
376,110,-6.142541806,-0.51388796
377,110,-6.272541806,-0.28388796
378,110,-5.892541806,-0.07388796
379,110,-5.772541806,0.13611204
380,110,-6.022541806,0.35611204
381,110,-6.142541806,0.58611204
382,110,-5.892541806,0.79611204
383,110,-6.142541806,1.01611204
384,110,-5.392541806,1.20611204
385,110,-4.272541806,1.34611204
386,110,-1.522541806,1.35611204
387,110,0.977458194,1.27611204
388,110,3.357458194,1.11611204
389,110,5.107458194,0.90611204
390,110,5.977458194,0.67611204
391,110,6.857458194,0.40611204
392,110,6.357458194,0.18611204
393,110,6.607458194,-0.06388796
394,110,6.477458194,-0.29388796
395,110,6.607458194,-0.53388796
396,110,6.357458194,-0.76388796
397,110,6.227458194,-0.99388796
398,110,5.857458194,-1.20388796
399,110,4.727458194,-1.35388796
400,110,2.107458194,-1.39388796
401,110,-1.142541806,-1.30388796
402,110,-3.392541806,-1.14388796
403,110,-4.642541806,-0.95388796
404,110,-5.142541806,-0.76388796
405,110,-5.392541806,-0.56388796
406,110,-5.642541806,-0.35388796
407,110,-6.142541806,-0.12388796
408,110,-6.272541806,0.10611204
409,110,-6.022541806,0.31611204
410,110,-6.022541806,0.53611204
411,110,-5.892541806,0.75611204
412,110,-5.772541806,0.95611204
413,110,-5.392541806,1.14611204
414,110,-4.392541806,1.29611204
415,110,-2.022541806,1.32611204
416,110,-0.142541806,1.30611204
417,110,1.357458194,1.23611204
418,110,3.477458194,1.07611204
419,110,5.107458194,0.85611204
420,110,6.227458194,0.61611204
421,110,6.477458194,0.37611204
422,110,6.607458194,0.13611204
423,110,6.727458194,-0.11388796
424,110,6.727458194,-0.36388796
425,110,7.357458194,-0.64388796
426,110,7.227458194,-0.90388796
427,110,7.227458194,-1.16388796
428,110,6.607458194,-1.39388796
429,110,5.107458194,-1.56388796
430,110,1.857458194,-1.58388796
431,110,-1.022541806,-1.50388796
432,110,-2.892541806,-1.36388796
433,110,-4.772541806,-1.16388796
434,110,-5.642541806,-0.94388796
435,110,-5.892541806,-0.73388796
436,110,-6.142541806,-0.50388796
437,110,-6.142541806,-0.27388796
438,110,-6.272541806,-0.05388796
439,110,-6.272541806,0.17611204
440,110,-5.892541806,0.38611204
441,110,-5.022541806,0.55611204
442,110,-4.772541806,0.72611204
443,110,-4.142541806,0.86611204
444,110,-3.272541806,0.96611204
445,110,-2.142541806,1.02611204
446,110,-0.272541806,1.01611204
447,110,1.977458194,0.90611204
448,110,3.107458194,0.77611204
449,110,3.857458194,0.61611204
450,110,3.977458194,0.47611204
451,110,3.857458194,0.33611204
452,110,3.857458194,0.19611204
453,110,4.227458194,0.03611204
454,110,4.477458194,-0.13388796
455,110,4.607458194,-0.30388796
456,110,4.357458194,-0.46388796
457,110,4.357458194,-0.62388796
458,110,3.727458194,-0.74388796
459,110,2.477458194,-0.82388796
460,110,1.977458194,-0.88388796
461,110,1.857458194,-0.95388796
462,110,1.477458194,-1.00388796
463,110,1.227458194,-1.04388796
464,110,0.477458194,-1.05388796
465,110,-0.892541806,-0.99388796
466,110,-1.772541806,-0.92388796
467,110,-2.142541806,-0.83388796
468,110,-2.272541806,-0.75388796
469,110,-2.142541806,-0.67388796
470,110,-2.522541806,-0.58388796
471,110,-1.772541806,-0.52388796
472,110,-1.142541806,-0.49388796
473,110,-0.892541806,-0.46388796
474,110,-0.642541806,-0.45388796
475,110,-0.522541806,-0.43388796
476,110,-0.522541806,-0.41388796
477,110,-0.142541806,-0.41388796
478,110,0.107458194,-0.42388796
479,110,0.227458194,-0.43388796
480,110,-0.022541806,-0.43388796
481,110,0.477458194,-0.45388796
482,110,0.607458194,-0.48388796
483,110,0.607458194,-0.50388796
484,110,0.727458194,-0.53388796
485,110,0.727458194,-0.56388796
486,110,0.107458194,-0.55388796
487,110,-0.772541806,-0.51388796
488,110,-1.392541806,-0.45388796
489,110,-1.392541806,-0.40388796
490,110,-1.642541806,-0.34388796
491,110,-1.772541806,-0.27388796
492,110,-1.642541806,-0.22388796
493,110,-2.142541806,-0.13388796
494,110,-1.892541806,-0.07388796
495,110,-1.772541806,-0.00388796
496,110,-2.142541806,0.07611204
497,110,-2.022541806,0.14611204
498,110,-1.642541806,0.19611204
499,110,-1.772541806,0.26611204
500,110,-2.142541806,0.34611204
501,110,-2.392541806,0.43611204
502,110,-1.272541806,0.46611204
503,110,-0.892541806,0.49611204
504,110,-0.392541806,0.49611204
505,110,-0.392541806,0.51611204
506,110,-0.142541806,0.51611204
507,110,-0.392541806,0.52611204
508,110,-0.142541806,0.53611204
509,110,0.357458194,0.50611204
510,110,0.607458194,0.48611204
511,110,0.477458194,0.46611204
512,110,0.607458194,0.44611204
513,110,0.607458194,0.41611204
514,110,0.477458194,0.40611204
515,110,0.857458194,0.36611204
516,110,0.727458194,0.33611204
517,110,-0.142541806,0.35611204
518,110,-0.642541806,0.38611204
519,110,-1.142541806,0.43611204
520,110,-1.272541806,0.48611204
521,110,-1.522541806,0.54611204
522,110,-1.892541806,0.61611204
523,110,-2.142541806,0.69611204
524,110,-1.642541806,0.74611204
525,110,-1.642541806,0.80611204
526,110,-1.772541806,0.87611204
527,110,-1.522541806,0.92611204
528,110,-1.642541806,0.98611204
529,110,-1.522541806,1.03611204
530,110,-0.272541806,1.02611204
531,110,1.727458194,0.93611204
532,110,2.357458194,0.83611204
533,110,3.107458194,0.71611204
534,110,3.227458194,0.59611204
535,110,3.727458194,0.44611204
536,110,3.727458194,0.31611204
537,110,3.727458194,0.17611204
538,110,3.857458194,0.03611204
539,110,3.477458194,-0.08388796
540,110,3.977458194,-0.24388796
541,110,3.977458194,-0.38388796
542,110,3.857458194,-0.52388796
543,110,3.857458194,-0.66388796
544,110,3.977458194,-0.81388796
545,110,4.357458194,-0.98388796
546,110,3.857458194,-1.11388796
547,110,3.477458194,-1.23388796
548,110,2.977458194,-1.33388796
549,110,1.607458194,-1.37388796
550,110,-0.772541806,-1.31388796
551,110,-3.142541806,-1.16388796
552,110,-4.772541806,-0.96388796
553,110,-5.642541806,-0.74388796
554,110,-5.772541806,-0.53388796
555,110,-6.522541806,-0.28388796
556,110,-6.142541806,-0.07388796
557,110,-5.772541806,0.13611204
558,110,-5.772541806,0.34611204
559,110,-5.892541806,0.55611204
560,110,-5.392541806,0.74611204
561,110,-4.892541806,0.91611204
562,110,-4.142541806,1.05611204
563,110,-3.522541806,1.17611204
564,110,-1.892541806,1.21611204
565,110,0.357458194,1.16611204
566,110,1.857458194,1.07611204
567,110,2.357458194,0.98611204
568,110,2.727458194,0.87611204
569,110,2.727458194,0.77611204
570,110,2.477458194,0.69611204
571,110,2.607458194,0.59611204
572,110,2.857458194,0.48611204
573,110,3.107458194,0.36611204
574,110,3.477458194,0.23611204
575,110,3.607458194,0.09611204
576,110,3.107458194,-0.00388796
577,110,3.107458194,-0.12388796
578,110,2.857458194,-0.22388796
579,110,2.227458194,-0.29388796
580,110,1.857458194,-0.35388796
581,110,1.727458194,-0.41388796
582,110,1.357458194,-0.46388796
583,110,1.227458194,-0.50388796
584,110,1.107458194,-0.54388796
585,110,1.357458194,-0.59388796
586,110,1.477458194,-0.65388796
587,110,1.477458194,-0.71388796
588,110,1.357458194,-0.75388796
589,110,1.477458194,-0.81388796
590,110,1.607458194,-0.87388796
591,110,1.607458194,-0.93388796
592,110,1.107458194,-0.96388796
593,110,-0.022541806,-0.95388796
594,110,-0.392541806,-0.93388796
595,110,-0.892541806,-0.89388796
596,110,-0.892541806,-0.86388796
597,110,-0.892541806,-0.82388796
598,110,-0.772541806,-0.80388796
599,110,-0.642541806,-0.78388796
600,110,-0.892541806,-0.74388796
601,110,-0.392541806,-0.74388796
602,110,-0.892541806,-0.70388796
603,110,-0.892541806,-0.66388796
604,110,-0.642541806,-0.65388796
605,110,-0.642541806,-0.62388796
606,110,-0.522541806,-0.61388796
607,110,-0.392541806,-0.60388796
608,110,-0.642541806,-0.57388796
609,110,-1.392541806,-0.51388796
610,110,-1.522541806,-0.45388796
611,110,-1.772541806,-0.38388796
612,110,-2.142541806,-0.30388796
613,110,-2.392541806,-0.21388796
614,110,-2.142541806,-0.14388796
615,110,-1.892541806,-0.07388796
616,110,-1.772541806,-0.01388796
617,110,-1.642541806,0.04611204
618,110,-2.142541806,0.12611204
619,110,-2.272541806,0.21611204
620,110,-2.142541806,0.28611204
621,110,-2.392541806,0.37611204
622,110,-2.272541806,0.45611204
623,110,-2.142541806,0.53611204
624,110,-1.642541806,0.58611204
625,110,-1.392541806,0.63611204
626,110,-0.272541806,0.62611204
627,110,0.107458194,0.61611204
628,110,0.227458194,0.60611204
629,110,0.607458194,0.57611204
630,110,0.357458194,0.56611204
631,110,0.357458194,0.54611204
632,110,0.357458194,0.53611204
633,110,-0.522541806,0.56611204
634,110,-1.022541806,0.61611204
635,110,-2.022541806,0.70611204
636,110,-2.142541806,0.77611204
637,110,-1.892541806,0.84611204
638,110,-2.272541806,0.93611204
639,110,-2.392541806,1.02611204
640,110,-2.392541806,1.10611204
641,110,-1.142541806,1.12611204
642,110,0.357458194,1.09611204
643,110,0.477458194,1.07611204
644,110,0.727458194,1.04611204
645,110,0.977458194,1.00611204
646,110,1.227458194,0.95611204
647,110,1.607458194,0.88611204
648,110,1.607458194,0.82611204
649,110,1.357458194,0.78611204
650,110,1.357458194,0.73611204
651,110,1.727458194,0.66611204
652,110,1.857458194,0.59611204
653,110,2.477458194,0.49611204
654,110,3.107458194,0.36611204
655,110,3.477458194,0.23611204
656,110,3.227458194,0.11611204
657,110,3.357458194,-0.00388796
658,110,3.477458194,-0.13388796
659,110,3.477458194,-0.26388796
660,110,3.227458194,-0.37388796
661,110,3.107458194,-0.48388796
662,110,2.857458194,-0.59388796
663,110,2.977458194,-0.70388796
664,110,2.977458194,-0.81388796
665,110,2.607458194,-0.90388796
666,110,2.107458194,-0.97388796
667,110,1.727458194,-1.02388796
668,110,1.607458194,-1.08388796
669,110,0.477458194,-1.08388796
670,110,-0.892541806,-1.03388796
671,110,-1.772541806,-0.95388796
672,110,-2.272541806,-0.86388796
673,110,-2.522541806,-0.77388796
674,110,-2.522541806,-0.68388796
675,110,-2.642541806,-0.58388796
676,110,-2.522541806,-0.49388796
677,110,-2.142541806,-0.42388796
678,110,-1.642541806,-0.37388796
679,110,-1.272541806,-0.33388796
680,110,-1.142541806,-0.29388796
681,110,-0.892541806,-0.26388796
682,110,-0.522541806,-0.25388796
683,110,-0.272541806,-0.24388796
684,110,-0.142541806,-0.24388796
685,110,-0.142541806,-0.23388796
686,110,-0.142541806,-0.23388796
687,110,0.357458194,-0.25388796
688,110,0.357458194,-0.26388796
689,110,0.357458194,-0.28388796
690,110,0.607458194,-0.31388796
691,110,-0.142541806,-0.29388796
692,110,-0.772541806,-0.25388796
693,110,-1.642541806,-0.18388796
694,110,-2.022541806,-0.10388796
695,110,-2.392541806,-0.01388796
696,110,-2.892541806,0.09611204
697,110,-3.272541806,0.22611204
698,110,-3.272541806,0.34611204
699,110,-3.272541806,0.45611204
700,110,-3.272541806,0.57611204
701,110,-3.392541806,0.70611204
702,110,-3.522541806,0.83611204
703,110,-3.272541806,0.94611204
704,110,-3.142541806,1.05611204
705,110,-2.392541806,1.13611204
706,110,-1.392541806,1.16611204
707,110,-0.272541806,1.16611204
708,110,1.477458194,1.07611204
709,110,2.357458194,0.97611204
710,110,2.977458194,0.86611204
711,110,2.727458194,0.76611204
712,110,2.607458194,0.67611204
713,110,2.857458194,0.56611204
714,110,2.607458194,0.46611204
715,110,2.977458194,0.35611204
716,110,3.227458194,0.23611204
717,110,3.727458194,0.08611204
718,110,3.607458194,-0.04388796
719,110,3.607458194,-0.17388796
720,110,3.107458194,-0.28388796
721,110,2.107458194,-0.34388796
722,110,1.477458194,-0.38388796
723,110,1.357458194,-0.43388796
724,110,0.977458194,-0.46388796
725,110,0.727458194,-0.48388796
726,110,0.727458194,-0.51388796
727,110,0.357458194,-0.52388796
728,110,0.227458194,-0.53388796
729,110,0.357458194,-0.54388796
730,110,0.357458194,-0.56388796
731,110,0.357458194,-0.57388796
732,110,0.107458194,-0.57388796
733,110,0.107458194,-0.58388796
734,110,0.107458194,-0.58388796
735,110,0.607458194,-0.61388796
736,110,1.477458194,-0.68388796
737,110,1.607458194,-0.74388796
738,110,1.607458194,-0.80388796
739,110,2.357458194,-0.90388796
740,110,2.607458194,-1.00388796
741,110,2.107458194,-1.07388796
742,110,1.227458194,-1.10388796
743,110,0.477458194,-1.10388796
744,110,0.357458194,-1.12388796
745,110,-0.272541806,-1.10388796
746,110,-0.142541806,-1.10388796
747,110,-0.022541806,-1.10388796
748,110,0.107458194,-1.10388796
749,110,-0.272541806,-1.09388796
750,110,-0.142541806,-1.09388796
751,110,-0.392541806,-1.07388796
752,110,-0.892541806,-1.03388796
753,110,-1.892541806,-0.95388796
754,110,-2.392541806,-0.85388796
755,110,-2.392541806,-0.76388796
756,110,-2.392541806,-0.68388796
757,110,-2.522541806,-0.59388796
758,110,-2.892541806,-0.47388796
759,110,-2.522541806,-0.39388796
760,110,-2.642541806,-0.29388796
761,110,-2.892541806,-0.18388796
762,110,-2.772541806,-0.09388796
763,110,-2.892541806,0.01611204
764,110,-3.022541806,0.12611204
765,110,-2.892541806,0.23611204
766,110,-2.892541806,0.33611204
767,110,-2.642541806,0.42611204
768,110,-2.142541806,0.49611204
769,110,-1.272541806,0.52611204
770,110,-0.892541806,0.55611204
771,110,-0.772541806,0.58611204
772,110,-0.522541806,0.59611204
773,110,-0.142541806,0.59611204
774,110,0.357458194,0.57611204
775,110,0.107458194,0.57611204
776,110,-0.022541806,0.57611204
777,110,0.607458194,0.54611204
778,110,0.727458194,0.51611204
779,110,0.857458194,0.47611204
780,110,0.357458194,0.47611204
781,110,0.107458194,0.47611204
782,110,-1.022541806,0.52611204
783,110,-1.642541806,0.59611204
784,110,-2.142541806,0.67611204
785,110,-2.522541806,0.77611204
786,110,-2.272541806,0.85611204
787,110,-2.522541806,0.94611204
788,110,-2.642541806,1.04611204
789,110,-2.022541806,1.10611204
790,110,-0.522541806,1.10611204
791,110,0.357458194,1.07611204
792,110,1.477458194,1.00611204
793,110,1.607458194,0.94611204
794,110,1.607458194,0.88611204
795,110,1.107458194,0.85611204
796,110,1.607458194,0.78611204
797,110,2.227458194,0.69611204
798,110,2.727458194,0.58611204
799,110,3.357458194,0.45611204
800,110,3.607458194,0.31611204
801,110,3.107458194,0.21611204
802,110,2.857458194,0.11611204
803,110,2.727458194,0.01611204
804,110,2.977458194,-0.10388796
805,110,3.227458194,-0.22388796
806,110,3.477458194,-0.35388796
807,110,3.357458194,-0.47388796
808,110,2.857458194,-0.57388796
809,110,2.727458194,-0.67388796
810,110,3.107458194,-0.79388796
811,110,2.977458194,-0.89388796
812,110,2.477458194,-0.98388796
813,110,1.977458194,-1.04388796
814,110,1.477458194,-1.09388796
815,110,1.107458194,-1.12388796
816,110,0.227458194,-1.12388796
817,110,-0.892541806,-1.07388796
818,110,-2.272541806,-0.97388796
819,110,-2.522541806,-0.87388796
820,110,-2.772541806,-0.77388796
