Time,SP,PV,OP
18/07/24 0:37,0,0.165548272,1.986210235
18/07/24 0:37,0,0.12587224,2.017856965
18/07/24 0:37,0,0.086196207,2.049503695
18/07/24 0:37,0,0.051092111,1.786503205
18/07/24 0:37,0,0.003673934,1.523510345
18/07/24 0:37,0,-0.043744244,1.260509855
18/07/24 0:37,0,-0.091162421,0.997509365
18/07/24 0:37,0,-0.178715028,0.734508875
18/07/24 0:37,0,-0.25430537,0.406437285
18/07/24 0:37,0,-0.282046683,-0.181941625
18/07/24 0:37,0,-0.359918483,-0.770320525
18/07/24 0:37,0,-0.512985922,-1.358699435
18/07/24 0:38,0,-0.496964194,-1.947078345
18/07/24 0:38,0,-0.480942465,-2.535457245
18/07/24 0:38,0,-0.464920737,-3.123836155
18/07/24 0:38,0,-0.563591696,-3.187152495
18/07/24 0:38,0,-0.544991232,-3.119197485
18/07/24 0:38,0,-0.382537492,-3.051242465
18/07/24 0:38,0,-0.330065019,-2.983295075
18/07/24 0:38,0,-0.277592517,-2.915340055
18/07/24 0:38,0,-0.22512006,-3.269153235
18/07/24 0:38,0,-0.172647573,-3.622974035
18/07/24 0:38,0,-0.120175101,-2.483699435
18/07/24 0:38,0,-0.037643649,-2.586238495
18/07/24 0:39,0,0.044887804,-2.688777555
18/07/24 0:39,0,0.082303595,-1.648151035
18/07/24 0:39,0,0.156629629,-1.279010405
18/07/24 0:39,0,0.223052733,-0.909869785
18/07/24 0:39,0,0.257864036,-0.540729155
18/07/24 0:39,0,0.292675339,-0.171588535
18/07/24 0:39,0,0.327486657,0.197552095
18/07/24 0:39,0,0.362297975,0.566692715
18/07/24 0:39,0,0.397109293,0.935833345
18/07/24 0:39,0,0.181785531,1.304973965
18/07/24 0:39,0,0.455304407,1.674114595
18/07/24 0:39,0,0.45722606,2.043255215
18/07/24 0:40,0,0.459147714,2.412395845
18/07/24 0:40,0,0.454075567,2.716938385
18/07/24 0:40,0,0.42102813,2.763103845
18/07/24 0:40,0,0.387980722,2.809269315
18/07/24 0:40,0,0.354933314,2.855434785
18/07/24 0:40,0,0.321885876,2.901600245
18/07/24 0:40,0,0.288838469,2.947765715
18/07/24 0:40,0,0.255791061,2.993931185
18/07/24 0:40,0,0.222743638,3.040096645
18/07/24 0:40,0,0.18969623,3.086254485
18/07/24 0:40,0,0.144314587,2.994968775
18/07/24 0:40,0,0.08043161,2.697491055
18/07/24 0:41,0,0.016548638,2.400013335
18/07/24 0:41,0,-0.047334336,2.102535615
18/07/24 0:41,0,-0.111217312,1.805065515
18/07/24 0:41,0,-0.180187754,1.432217005
18/07/24 0:41,0,-0.269508071,0.757870085
18/07/24 0:41,0,-0.358828373,0.083530785
18/07/24 0:41,0,-0.448148675,-0.590816135
18/07/24 0:41,0,-0.537469007,-1.265155425
18/07/24 0:41,0,-0.601677634,-1.939494725
18/07/24 0:41,0,-0.633576132,-2.613841645
18/07/24 0:41,0,-0.642121054,-3.288180945
18/07/24 0:41,0,-0.603051998,-3.523295995
18/07/24 0:42,0,-0.532240368,-3.465587255
18/07/24 0:42,0,-0.461428679,-3.407886145
18/07/24 0:42,0,-0.39061702,-3.350177405
18/07/24 0:42,0,-0.319805361,-3.830379125
18/07/24 0:42,0,-0.248993702,-3.014224645
18/07/24 0:42,0,-0.178182028,-2.733073825
18/07/24 0:42,0,-0.107370369,-2.451923005
18/07/24 0:42,0,-0.036558699,-2.170772185
18/07/24 0:42,0,0.026529353,-1.889613745
18/07/24 0:42,0,0.078031983,-1.608462925
18/07/24 0:42,0,0.129534617,-1.327312105
18/07/24 0:42,0,0.18103724,-1.046161285
18/07/24 0:43,0,0.232539885,-0.765010475
18/07/24 0:43,0,0.277207844,-0.483852025
18/07/24 0:43,0,0.294537179,-0.202701205
18/07/24 0:43,0,0.311866485,0.078449615
18/07/24 0:43,0,0.32919582,0.359600435
18/07/24 0:43,0,0.346525125,0.640751245
18/07/24 0:43,0,0.36385446,0.921909695
18/07/24 0:43,0,0.381183766,1.203060515
18/07/24 0:43,0,0.398513101,1.484211335
18/07/24 0:43,0,0.321517013,1.765362145
18/07/24 0:43,0,0.244520925,2.046512965
18/07/24 0:43,0,0.167524837,2.327671415
18/07/24 0:44,0,0.352347337,2.478275665
18/07/24 0:44,0,0.334023587,2.541859035
18/07/24 0:44,0,0.315699838,2.605434785
18/07/24 0:44,0,0.297376089,2.669018155
18/07/24 0:44,0,0.27905234,2.732601525
18/07/24 0:44,0,0.26072859,2.796177275
18/07/24 0:44,0,0.242404826,2.859760645
18/07/24 0:44,0,0.224081077,2.923336395
18/07/24 0:44,0,0.126597188,2.986919765
18/07/24 0:44,0,0.029921316,2.991398225
18/07/24 0:44,0,0.015637659,2.759464625
18/07/24 0:44,0,0.001354002,2.527531035
18/07/24 0:45,0,-0.012929656,2.295597445
18/07/24 0:45,0,-0.027213313,2.063663845
18/07/24 0:45,0,-0.04149697,1.831730255
18/07/24 0:45,0,-0.066350266,1.599796655
18/07/24 0:45,0,-0.133482121,1.367863065
18/07/24 0:45,0,-0.200613983,1.094120385
18/07/24 0:45,0,-0.26774586,0.653141385
18/07/24 0:45,0,-0.334877707,0.212162385
18/07/24 0:45,0,-0.448663182,-0.228816625
18/07/24 0:45,0,-0.562448658,-0.669795625
18/07/24 0:45,0,-0.472407706,-1.110774635
18/07/24 0:45,0,-0.551020123,-1.551753635
18/07/24 0:46,0,-0.526813425,-2.684222815
18/07/24 0:46,0,-0.476901926,-2.075313205
18/07/24 0:46,0,-0.426990427,-2.050433745
18/07/24 0:46,0,-0.377078928,-2.025561925
18/07/24 0:46,0,-0.327167429,-2.000690095
18/07/24 0:46,0,-0.27725593,-1.975810645
18/07/24 0:46,0,-0.227344446,-1.950938815
18/07/24 0:46,0,-0.177432947,-1.926066985
18/07/24 0:46,0,-0.140792526,-1.901187535
18/07/24 0:46,0,-0.107469864,-1.876315705
18/07/24 0:46,0,-0.074147217,-1.851436255
18/07/24 0:46,0,-0.040824566,-1.826564425
18/07/24 0:47,0,-0.007501913,-1.658206575
18/07/24 0:47,0,0.025820739,-1.453982945
18/07/24 0:47,0,0.059143391,-1.249759315
18/07/24 0:47,0,0.092466042,-1.045535675
18/07/24 0:47,0,0.125788696,-0.841312045
18/07/24 0:47,0,0.159111343,-0.637088415
18/07/24 0:47,0,0.192434005,-0.432864775
18/07/24 0:47,0,0.225756653,-0.228633515
18/07/24 0:47,0,0.251415961,-0.024409885
18/07/24 0:47,0,0.275159441,0.179813745
18/07/24 0:47,0,0.298902921,0.384037385
18/07/24 0:47,0,0.322646402,0.588261015
18/07/24 0:48,0,0.328937195,0.792484645
18/07/24 0:48,0,0.335227959,0.996715905
18/07/24 0:48,0,0.341518752,1.200939545
18/07/24 0:48,0,0.347809546,1.405163175
18/07/24 0:48,0,0.33124917,1.609386805
18/07/24 0:48,0,0.299454682,1.813610445
18/07/24 0:48,0,0.267660208,2.017834075
18/07/24 0:48,0,0.235865735,2.222057705
18/07/24 0:48,0,0.204071261,2.354442965
18/07/24 0:48,0,0.172276802,2.199436555
18/07/24 0:48,0,0.140482321,2.044430145
18/07/24 0:48,0,0.108687848,1.889431365
18/07/24 0:49,0,0.076893374,1.734424955
18/07/24 0:49,0,0.045098903,1.579426175
18/07/24 0:49,0,0.008934176,1.424419765
18/07/24 0:49,0,-0.033785932,1.269420985
18/07/24 0:49,0,-0.076506033,1.114414575
18/07/24 0:49,0,-0.119226135,0.959408165
18/07/24 0:49,0,-0.183834009,0.511165985
18/07/24 0:49,0,-0.253913797,-0.010394685
18/07/24 0:49,0,-0.29775653,-0.531947725
18/07/24 0:49,0,-0.33504001,-1.053508395
18/07/24 0:49,0,-0.424290396,-1.575061435
18/07/24 0:49,0,-0.492001571,-2.096622105
18/07/24 0:50,0,-0.475436963,-2.618175145
18/07/24 0:50,0,-0.458872385,-3.139735815
18/07/24 0:50,0,-0.462676592,-3.661288855
18/07/24 0:50,0,-0.471573032,-4.182849525
18/07/24 0:50,0,-0.480469443,-4.704402555
18/07/24 0:50,0,-0.381665327,-3.591769805
18/07/24 0:50,0,-0.282861181,-3.739345185
18/07/24 0:50,0,-0.214999892,-3.064029335
18/07/24 0:50,0,-0.148733832,-2.869990935
18/07/24 0:50,0,-0.082467772,-2.675952545
18/07/24 0:50,0,-0.016201712,-2.481914155
18/07/24 0:50,0,0.050064348,-2.287875765
18/07/24 0:51,0,-0.064920403,-2.018634435
18/07/24 0:51,0,0.13183818,-1.699260345
18/07/24 0:51,0,0.177717246,-1.379878635
18/07/24 0:51,0,0.223596327,-1.060504545
18/07/24 0:51,0,0.269475393,-0.741130465
18/07/24 0:51,0,0.315354459,-0.421748755
18/07/24 0:51,0,0.355781667,-0.102374665
18/07/24 0:51,0,0.374401413,0.217007045
18/07/24 0:51,0,0.393021129,0.536381135
18/07/24 0:51,0,0.411640875,0.855762845
18/07/24 0:51,0,0.420871042,1.175136925
18/07/24 0:51,0,0.41601684,1.494511015
18/07/24 0:52,0,0.411162637,1.813892725
18/07/24 0:52,0,0.406308435,2.133266815
18/07/24 0:52,0,0.397119455,2.377079375
18/07/24 0:52,0,0.381428354,2.507534395
18/07/24 0:52,0,0.365737222,2.637997035
18/07/24 0:52,0,0.350046091,2.768452055
18/07/24 0:52,0,0.334354989,2.898914705
18/07/24 0:52,0,0.318663858,3.029369715
18/07/24 0:52,0,0.302972727,3.159832365
18/07/24 0:52,0,0.287281625,3.290287385
18/07/24 0:52,0,0.253187798,3.211811425
18/07/24 0:52,0,0.206825517,2.994037995
18/07/24 0:53,0,0.160463236,2.776264555
18/07/24 0:53,0,0.055748724,2.558491115
18/07/24 0:53,0,-0.053310096,2.200069795
18/07/24 0:53,0,-0.106912889,1.747890835
18/07/24 0:53,0,-0.160515673,1.295719515
18/07/24 0:53,0,-0.214118473,0.843540555
18/07/24 0:53,0,-0.267721273,0.391361605
18/07/24 0:53,0,-0.337613799,-0.060817355
18/07/24 0:53,0,-0.418366171,-0.512996305
18/07/24 0:53,0,-0.558823325,-0.974773045
18/07/24 0:53,0,-0.563559391,-1.436542145
18/07/24 0:53,0,-0.568295516,-1.898318885
18/07/24 0:54,0,-0.563450314,-2.360095615
18/07/24 0:54,0,-0.54423324,-2.821872345
18/07/24 0:54,0,-0.525016107,-3.283641455
18/07/24 0:54,0,-0.505799033,-3.745418185
18/07/24 0:54,0,-0.442940123,-3.529506315
18/07/24 0:54,0,-0.380081214,-3.313594455
18/07/24 0:54,0,-0.317222305,-3.097682585
18/07/24 0:54,0,-0.254363395,-2.881770725
18/07/24 0:54,0,-0.191504501,-2.665858855
18/07/24 0:54,0,-0.128645591,-2.449946995
18/07/24 0:54,0,-0.065786689,-2.234035125
18/07/24 0:54,0,-0.002927784,-2.018123265
18/07/24 0:55,0,0.059931122,-1.802211395
18/07/24 0:55,0,0.111772992,-1.586299535
18/07/24 0:55,0,0.156270154,-1.370387665
18/07/24 0:55,0,0.200767331,-1.154475805
18/07/24 0:55,0,0.245264508,-0.919520965
18/07/24 0:55,0,0.289761685,-0.608386625
18/07/24 0:55,0,0.334258847,-0.297252295
18/07/24 0:55,0,0.356412046,0.013882045
18/07/24 0:55,0,0.363669239,0.325008755
18/07/24 0:55,0,0.370926462,0.636143095
18/07/24 0:55,0,0.378183656,0.947277435
18/07/24 0:55,0,0.385440849,1.258411775
18/07/24 0:56,0,0.392698072,1.569546105
18/07/24 0:56,0,0.399955265,1.880672815
18/07/24 0:56,0,0.400775276,2.156658535
18/07/24 0:56,0,0.375846587,2.292057405
18/07/24 0:56,0,0.350917898,2.427456265
18/07/24 0:56,0,0.325989209,2.562855135
18/07/24 0:56,0,0.30106049,2.698261625
18/07/24 0:56,0,0.276131801,2.833660485
18/07/24 0:56,0,0.251203112,2.969059355
18/07/24 0:56,0,0.226274408,3.104458215
18/07/24 0:56,0,0.201345719,3.029102685
18/07/24 0:56,0,0.176417016,2.901066195
18/07/24 0:57,0,0.151488327,2.773029695
18/07/24 0:57,0,0.12655963,2.644993195
18/07/24 0:57,0,0.101630934,2.516949065
18/07/24 0:57,0,0.076702237,2.388912565
18/07/24 0:57,0,-0.095604002,2.260876065
18/07/24 0:57,0,-0.092714727,1.913761505
18/07/24 0:57,0,-0.244004257,1.420597445
18/07/24 0:57,0,-0.283553757,0.927433375
18/07/24 0:57,0,-0.295168228,0.434269315
18/07/24 0:57,0,-0.30678273,-0.058894745
18/07/24 0:57,0,-0.360365994,-0.552058805
18/07/24 0:57,0,-0.424441464,-1.045222875
18/07/24 0:58,0,-0.451536246,-1.538386935
18/07/24 0:58,0,-0.46938584,-2.031550995
18/07/24 0:58,0,-0.487235464,-2.524715055
18/07/24 0:58,0,-0.505085029,-3.017879125
18/07/24 0:58,0,-0.522934653,-3.511043185
18/07/24 0:58,0,-0.48524145,-3.567805885
18/07/24 0:58,0,-0.447548218,-3.624568575
18/07/24 0:58,0,-0.409854986,-3.681331275
18/07/24 0:58,0,-0.369633414,-3.738093965
18/07/24 0:58,0,-0.319298483,-3.794856665
18/07/24 0:58,0,-0.268963553,-3.851619355
18/07/24 0:58,0,-0.218628623,-3.670863745
18/07/24 0:59,0,-0.168293692,-3.331760045
18/07/24 0:59,0,-0.089857034,-2.992656345
18/07/24 0:59,0,-0.004394937,-2.653552645
18/07/24 0:59,0,-0.183819704,-2.314448945
18/07/24 0:59,0,0.091492675,-1.975345245
18/07/24 0:59,0,0.138414644,-1.636241545
18/07/24 0:59,0,0.185336612,-1.297145475
18/07/24 0:59,0,0.232258581,-0.958041785
18/07/24 0:59,0,0.279180549,-0.618938085
18/07/24 0:59,0,0.326102518,-0.279834385
18/07/24 0:59,0,0.344451211,0.059269315
18/07/24 0:59,0,0.362799905,0.398373015
18/07/24 1:00,0,0.381148599,0.737476715
18/07/24 1:00,0,0.399497293,1.076580415
18/07/24 1:00,0,0.417845987,1.415684105
18/07/24 1:00,0,0.436194681,1.754780175
18/07/24 1:00,0,0.439295165,2.052250275
18/07/24 1:00,0,0.381402813,2.183170685
18/07/24 1:00,0,0.323510461,2.314091095
18/07/24 1:00,0,0.265618108,2.445011505
18/07/24 1:00,0,0.207725756,2.575931915
18/07/24 1:00,0,0.149833404,2.706852325
18/07/24 1:00,0,0.091941051,2.837772735
18/07/24 1:00,0,0.235428833,2.305019745
18/07/24 1:01,0,0.074586295,2.401829125
18/07/24 1:01,0,0.23597879,2.498638515
18/07/24 1:01,0,0.179226317,2.595447905
18/07/24 1:01,0,0.122473843,2.692249665
18/07/24 1:01,0,-0.010277867,2.293117885
18/07/24 1:01,0,-0.07244879,1.770000825
18/07/24 1:01,0,-0.112224556,1.246883755
18/07/24 1:01,0,-0.164685406,0.723766695
18/07/24 1:01,0,-0.236173905,0.200649625
18/07/24 1:01,0,-0.307662375,-0.322467445
18/07/24 1:01,0,-0.379150875,-0.845584505
18/07/24 1:01,0,-0.44083897,-1.368701575
18/07/24 1:02,0,-0.500076987,-1.891818635
18/07/24 1:02,0,-0.523956992,-2.414935705
18/07/24 1:02,0,-0.547836997,-2.938045135
18/07/24 1:02,0,-0.524966396,-3.461162205
18/07/24 1:02,0,-0.502095856,-3.984279265
18/07/24 1:02,0,-0.468141444,-4.154063815
18/07/24 1:02,0,-0.41756127,-3.793834325
18/07/24 1:02,0,-0.366981097,-3.433612455
18/07/24 1:02,0,-0.459009863,-3.073382965
18/07/24 1:02,0,-0.196908839,-2.713161105
18/07/24 1:02,0,-0.117050908,-2.352931615
18/07/24 1:02,0,-0.037192989,-1.992709745
18/07/24 1:03,0,0.04266494,-1.632480255
18/07/24 1:03,0,0.112661086,-1.272258395
18/07/24 1:03,0,0.176082708,-0.912028905
18/07/24 1:03,0,0.23950433,-0.551807035
18/07/24 1:03,0,0.302925937,-0.191577545
18/07/24 1:03,0,0.366347574,0.168644315
18/07/24 1:03,0,0.387196295,0.494472865
18/07/24 1:03,0,0.408045016,0.820309045
18/07/24 1:03,0,0.428893708,1.146137605
18/07/24 1:03,0,0.449742429,1.471966155
18/07/24 1:03,0,0.47059115,1.797802335
18/07/24 1:03,0,0.491439872,2.123630885
18/07/24 1:04,0,0.512288593,2.449459435
18/07/24 1:04,0,0.533137284,2.775287995
18/07/24 1:04,0,0.522825085,3.101124175
18/07/24 1:04,0,0.504722588,3.426952725
18/07/24 1:04,0,0.486620121,3.752781275
18/07/24 1:04,0,0.468517654,4.078617455
18/07/24 1:04,0,0.442856871,4.281925565
18/07/24 1:04,0,0.405858599,4.301456815
18/07/24 1:04,0,0.368860327,4.320988065
18/07/24 1:04,0,0.331862055,4.340519315
18/07/24 1:04,0,0.294863783,4.360050565
18/07/24 1:04,0,0.257865496,4.379581815
18/07/24 1:05,0,0.220867224,4.399113065
18/07/24 1:05,0,0.183868952,4.418644315
18/07/24 1:05,0,0.127539896,4.246502285
18/07/24 1:05,0,0.042214654,3.786854155
18/07/24 1:05,0,-0.043110587,3.327206025
18/07/24 1:05,0,-0.128435828,2.867550255
18/07/24 1:05,0,-0.172452055,2.407902125
18/07/24 1:05,0,-0.206141032,1.948253995
18/07/24 1:05,0,-0.272519626,1.488598235
18/07/24 1:05,0,-0.360691257,1.028950105
18/07/24 1:05,0,-0.448862888,0.569301965
18/07/24 1:05,0,-0.517222144,0.025631315
18/07/24 1:06,0,-0.572373129,-0.574046725
18/07/24 1:06,0,-0.627524115,-1.173732395
18/07/24 1:06,0,-0.659124888,-1.773410435
18/07/24 1:06,0,-0.655400373,-2.373096105
18/07/24 1:06,0,-0.64504353,-2.901569005
18/07/24 1:06,0,-0.608157374,-3.145190825
18/07/24 1:06,0,-0.571271278,-3.388820285
18/07/24 1:06,0,-0.534385182,-3.632442115
18/07/24 1:06,0,-0.464063711,-3.675716035
18/07/24 1:06,0,-0.356628813,-3.418452855
18/07/24 1:06,0,-0.3013523,-3.161189665
18/07/24 1:06,0,-0.246075787,-2.903926485
18/07/24 1:07,0,-0.190799259,-2.646663305
18/07/24 1:07,0,-0.135522745,-2.389400115
18/07/24 1:07,0,-0.080246232,-2.132136935
18/07/24 1:07,0,-0.024969723,-1.874873755
18/07/24 1:07,0,0.030306791,-1.617610565
18/07/24 1:07,0,0.082469594,-1.360347385
18/07/24 1:07,0,0.122177556,-1.103084205
18/07/24 1:07,0,0.161885522,-0.845821015
18/07/24 1:07,0,0.201593481,-0.588557835
18/07/24 1:07,0,0.241301455,-0.331294645
18/07/24 1:07,0,0.281009428,-0.074031465
18/07/24 1:07,0,0.320717387,0.183231715
18/07/24 1:08,0,0.340763532,0.440494905
18/07/24 1:08,0,0.347701781,0.697758085
18/07/24 1:08,0,0.354640029,0.955021265
18/07/24 1:08,0,0.35520982,1.178371795
18/07/24 1:08,0,0.330305629,1.266071685
18/07/24 1:08,0,0.305401437,1.353771575
18/07/24 1:08,0,0.280497246,1.441471465
18/07/24 1:08,0,0.255593039,1.529171355
18/07/24 1:08,0,0.230688848,1.616863615
18/07/24 1:08,0,0.205784656,1.704563505
18/07/24 1:08,0,0.128227018,1.792263395
18/07/24 1:08,0,0.015567087,1.879963285
18/07/24 1:09,0,-0.097092844,1.967663175
18/07/24 1:09,0,0.220816873,2.055363065
18/07/24 1:09,0,0.075577837,1.789318445
18/07/24 1:09,0,0.028324975,1.523266205
18/07/24 1:09,0,0.005568655,1.257221585
18/07/24 1:09,0,-0.017187666,0.991176965
18/07/24 1:09,0,-0.039943986,0.725124725
18/07/24 1:09,0,-0.062700301,0.459080105
18/07/24 1:09,0,-0.15792764,0.193035485
18/07/24 1:09,0,-0.245565809,-0.264796845
18/07/24 1:09,0,-0.295935191,-0.850482575
18/07/24 1:09,0,-0.346304573,-1.436175935
18/07/24 1:10,0,-0.396673955,-2.021861665
18/07/24 1:10,0,-0.447043337,-2.607547395
18/07/24 1:10,0,-0.497412719,-3.193233125
18/07/24 1:10,0,-0.529427268,-3.778918855
18/07/24 1:10,0,-0.533909537,-4.364612215
18/07/24 1:10,0,-0.567276694,-4.495753875
18/07/24 1:10,0,-0.607865073,-4.513263335
18/07/24 1:10,0,-0.648453452,-4.530772795
18/07/24 1:10,0,-0.689041831,-4.548289885
18/07/24 1:10,0,-0.32270021,-4.565799345
18/07/24 1:10,0,-0.245432295,-4.583308805
18/07/24 1:10,0,-0.168164395,-4.142406105
18/07/24 1:11,0,-0.090896487,-3.701511015
18/07/24 1:11,0,-0.013628576,-3.260608305
18/07/24 1:11,0,0.063639332,-2.819705595
18/07/24 1:11,0,0.140907243,-2.378810515
18/07/24 1:11,0,0.218175151,-1.937907805
18/07/24 1:11,0,0.295443051,-1.497012725
18/07/24 1:11,0,0.349454187,-1.056110015
18/07/24 1:11,0,0.368580125,-0.615207305
18/07/24 1:11,0,0.387706064,-0.174312225
18/07/24 1:11,0,0.403484218,0.231975915
18/07/24 1:11,0,0.405871265,0.499798185
18/07/24 1:11,0,0.408258312,0.767620455
18/07/24 1:12,0,0.410645358,1.035442715
18/07/24 1:12,0,0.413032405,1.303264985
18/07/24 1:12,0,0.415419452,1.571087245
18/07/24 1:12,0,0.417806499,1.838909515
18/07/24 1:12,0,0.420193546,2.106731775
18/07/24 1:12,0,0.417206042,2.329441435
18/07/24 1:12,0,0.392720304,2.371693025
18/07/24 1:12,0,0.368234567,2.413952235
18/07/24 1:12,0,0.34374883,2.456203825
18/07/24 1:12,0,0.319263123,2.498463045
18/07/24 1:12,0,0.294777386,2.540714625
18/07/24 1:12,0,0.270291649,2.582966215
18/07/24 1:13,0,0.223426484,2.625225435
