PV,OP,,,,pv = (PV1 - mean(PV)),op = (OP1 - mean(OP),,x1 = op^2,x2 = pv^2,,b1
-1.2179,-0.15512,,,,-1.217900108,-0.155120063,,0.024062234,1.483280673,,1
-1.215,-0.13152,,,,-1.215000108,-0.131520063,,0.017297527,1.476225262,,1
-1.1877,-0.11312,,,,-1.187700108,-0.113120063,,0.012796149,1.410631547,,1
-1.2358,-0.079343,,,,-1.235800108,-0.079343063,,0.006295322,1.527201907,,1
-1.3268,-0.035573,,,,-1.326800108,-0.035573063,,0.001265443,1.760398527,,1
-1.366,-0.00091159,,,,-1.366000108,-0.000911653,,8.31111E-07,1.865956295,,1
-1.4531,0.044634,,,,-1.453100108,0.044633937,,0.001992188,2.111499924,,1
-1.586,0.10159,,,,-1.586000108,0.101589937,,0.010320515,2.515396343,,1
-1.5128,0.11775,,,,-1.512800108,0.117749937,,0.013865048,2.288564167,,1
-1.4429,0.13314,,,,-1.442900108,0.133139937,,0.017726243,2.081960722,,1
-1.4229,0.15765,,,,-1.422900108,0.157649937,,0.024853503,2.024644717,,1
-1.4524,0.19219,,,,-1.452400108,0.192189937,,0.036936972,2.109466074,,1
-1.4797,0.22687,,,,-1.479700108,0.226869937,,0.051469968,2.18951241,,1
-1.3877,0.23695,,,,-1.387700108,0.236949937,,0.056145273,1.92571159,,1
-1.3861,0.26423,,,,-1.386100108,0.264229937,,0.06981746,1.921273509,,1
-1.3004,0.27376,,,,-1.300400108,0.273759937,,0.074944503,1.691040441,,1
-1.3047,0.30055,,,,-1.304700108,0.300549937,,0.090330265,1.702242372,,1
-1.2627,0.31766,,,,-1.262700108,0.317659937,,0.100907836,1.594411563,,1
-1.4398,0.38013,,,,-1.439800108,0.380129937,,0.144498769,2.073024351,,1
-1.4689,0.41493,,,,-1.468900108,0.414929937,,0.172166853,2.157667527,,1
-1.3984,0.42933,,,,-1.398400108,0.429329937,,0.184324195,1.955522862,,1
-1.2969,0.43577,,,,-1.296900108,0.435769937,,0.189895438,1.68194989,,1
-1.4873,0.50172,,,,-1.487300108,0.501719937,,0.251722895,2.212061611,,1
-1.4757,0.52889,,,,-1.475700108,0.528889937,,0.279724565,2.177690809,,1
-1.3369,0.52901,,,,-1.336900108,0.529009937,,0.279851513,1.787301899,,1
-1.3801,0.56474,,,,-1.380100108,0.564739937,,0.318931196,1.904676308,,1
-1.4627,0.60963,,,,-1.462700108,0.609629937,,0.37164866,2.139491606,,1
-1.5705,0.66149,,,,-1.570500108,0.661489937,,0.437568937,2.466470589,,1
-1.5391,0.68615,,,,-1.539100108,0.686149937,,0.470801736,2.368829142,,1
-1.4892,0.70629,,,,-1.489200108,0.706289937,,0.498845475,2.217716962,,1
-1.4702,0.73196,,,,-1.470200108,0.731959937,,0.535765349,2.161488358,,1
-1.4871,0.76479,,,,-1.487100108,0.764789937,,0.584903648,2.211466731,,1
-1.483,0.79355,,,,-1.483000108,0.793549937,,0.629721502,2.19928932,,1
-1.4371,0.8134,,,,-1.437100108,0.813399937,,0.661619457,2.06525672,,1
-1.3896,0.83199,,,,-1.389600108,0.831989937,,0.692207255,1.93098846,,1
-1.5363,0.8906,,,,-1.536300108,0.890599937,,0.793168248,2.360218022,,1
-1.4684,0.90689,,,,-1.468400108,0.906889937,,0.822449358,2.156198877,,1
-1.5175,0.94648,,,,-1.517500108,0.946479937,,0.895824271,2.302806578,,1
-1.2711,0.92492,,,,-1.271100108,0.924919937,,0.85547689,1.615695485,,1
-1.1404,0.9228,,,,-1.140400108,0.922799937,,0.851559724,1.300512406,,1
-0.87079,0.8888,,,,-0.870790108,0.888799937,,0.789965328,0.758275412,,1
-0.66604,0.86305,,,,-0.666040108,0.863049937,,0.744855194,0.443609425,,1
-0.61169,0.86492,,,,-0.611690108,0.864919937,,0.748086497,0.374164788,,1
-0.50921,0.85555,,,,-0.509210108,0.855549937,,0.731965695,0.259294934,,1
-0.23547,0.80801,,,,-0.235470108,0.808009937,,0.652880058,0.055446172,,1
-0.074587,0.77879,,,,-0.074587108,0.778789937,,0.606513766,0.005563237,,1
-0.125,0.7909,,,,-0.125000108,0.790899937,,0.62552271,0.015625027,,1
0.062657,0.75382,,,,0.062656892,0.753819937,,0.568244497,0.003925886,,1
0.2175,0.7199,,,,0.217499892,0.719899937,,0.518255919,0.047306203,,1
0.25736,0.70712,,,,0.257359892,0.707119937,,0.500018605,0.066234114,,1
0.2897,0.69511,,,,0.289699892,0.695109937,,0.483177825,0.083926027,,1
0.45511,0.6544,,,,0.455109892,0.654399937,,0.428239278,0.207125014,,1
0.47436,0.64119,,,,0.474359892,0.641189937,,0.411124535,0.225017307,,1
0.64329,0.59602,,,,0.643289892,0.596019937,,0.355239765,0.413821885,,1
0.71671,0.56761,,,,0.716709892,0.567609937,,0.322181041,0.513673069,,1
0.66397,0.56433,,,,0.663969892,0.564329937,,0.318468278,0.440856017,,1
0.83076,0.51581,,,,0.830759892,0.515809937,,0.266059891,0.690161998,,1
0.82711,0.49988,,,,0.827109892,0.499879937,,0.249879951,0.684110773,,1
0.86868,0.47449,,,,0.868679892,0.474489937,,0.2251407,0.754604755,,1
1.0785,0.4128,,,,1.078499892,0.412799937,,0.170403788,1.163162017,,1
1.0662,0.39373,,,,1.066199892,0.393729937,,0.155023263,1.13678221,,1
1.0757,0.37031,,,,1.075699892,0.370309937,,0.137129449,1.157130258,,1
1.1734,0.32809,,,,1.173399892,0.328089937,,0.107643007,1.376867307,,1
1.2641,0.28541,,,,1.264099892,0.285409937,,0.081458832,1.597948537,,1
1.1986,0.27382,,,,1.198599892,0.273819937,,0.074977358,1.436641701,,1
1.1551,0.25892,,,,1.155099892,0.258919937,,0.067039534,1.33425576,,1
1.1238,0.2423,,,,1.123799892,0.242299937,,0.058709259,1.262926197,,1
1.2094,0.20167,,,,1.209399892,0.201669937,,0.040670763,1.462648099,,1
1.2134,0.17653,,,,1.213399892,0.176529937,,0.031162819,1.472339298,,1
1.2638,0.14153,,,,1.263799892,0.141529937,,0.020030723,1.597190167,,1
1.3588,0.096111,,,,1.358799892,0.096110937,,0.009237312,1.846337146,,1
1.4119,0.057629,,,,1.411899892,0.057628937,,0.003321094,1.993461305,,1
1.3098,0.05081,,,,1.309799892,0.050809937,,0.00258165,1.715575757,,1
1.2476,0.037599,,,,1.247599892,0.037598937,,0.00141368,1.556505491,,1
1.3265,-0.0041032,,,,1.326499892,-0.004103263,,1.68368E-05,1.759601963,,1
1.3619,-0.038208,,,,1.361899892,-0.038208063,,0.001459856,1.854771316,,1
1.4092,-0.075535,,,,1.409199892,-0.075535063,,0.005705546,1.985844336,,1
1.4059,-0.10315,,,,1.405899892,-0.103150063,,0.010639935,1.976554506,,1
1.2705,-0.10283,,,,1.270499892,-0.102830063,,0.010574022,1.614169976,,1
1.2374,-0.12138,,,,1.237399892,-0.121380063,,0.01473312,1.531158493,,1
1.2407,-0.14695,,,,1.240699892,-0.146950063,,0.021594321,1.539336222,,1
1.2641,-0.17681,,,,1.264099892,-0.176810063,,0.031261798,1.597948537,,1
1.309,-0.21169,,,,1.308999892,-0.211690063,,0.044812683,1.713480717,,1
1.3285,-0.24209,,,,1.328499892,-0.242090063,,0.058607599,1.764911963,,1
1.3013,-0.26305,,,,1.301299892,-0.263050063,,0.069195336,1.693381409,,1
1.3464,-0.2987,,,,1.346399892,-0.298700063,,0.089221728,1.812792669,,1
1.3665,-0.32999,,,,1.366499892,-0.329990063,,0.108893442,1.867321955,,1
1.3548,-0.35498,,,,1.354799892,-0.354980063,,0.126010845,1.835482747,,1
1.3367,-0.37838,,,,1.336699892,-0.378380063,,0.143171472,1.786766601,,1
1.2562,-0.38827,,,,1.256199892,-0.388270063,,0.150753642,1.578038169,,1
1.3821,-0.44005,,,,1.382099892,-0.440050063,,0.193644058,1.910200111,,1
1.4727,-0.48691,,,,1.472699892,-0.486910063,,0.237081409,2.168844972,,1
1.4727,-0.5165,,,,1.472699892,-0.516500063,,0.266772315,2.168844972,,1
1.3711,-0.52464,,,,1.371099892,-0.524640063,,0.275247196,1.879914914,,1
1.4095,-0.56029,,,,1.409499892,-0.560290063,,0.313924955,1.986689946,,1
1.3124,-0.56814,,,,1.312399892,-0.568140063,,0.322783131,1.722393477,,1
1.3608,-0.60472,,,,1.360799892,-0.604720063,,0.365686355,1.851776346,,1
1.4022,-0.64077,,,,1.402199892,-0.640770063,,0.410586274,1.966164537,,1
1.4715,-0.68355,,,,1.471499892,-0.683550063,,0.467240689,2.165311932,,1
1.5256,-0.72451,,,,1.525599892,-0.724510063,,0.524914831,2.32745503,,1
1.5283,-0.75572,,,,1.528299892,-0.755720063,,0.571112814,2.33570056,,1
1.3914,-0.75754,,,,1.391399892,-0.757540063,,0.573866947,1.935993659,,1
1.4629,-0.80058,,,,1.462899892,-0.800580063,,0.640928437,2.140076094,,1
1.3631,-0.8089,,,,1.363099892,-0.808900063,,0.654319312,1.858041316,,1
1.3004,-0.82307,,,,1.300399892,-0.823070063,,0.677444329,1.691039879,,1
1.5417,-0.90009,,,,1.541699892,-0.900090063,,0.810162122,2.376838557,,1
1.4649,-0.91484,,,,1.464899892,-0.914840063,,0.836932341,2.145931694,,1
1.4027,-0.93116,,,,1.402699892,-0.931160063,,0.867059063,1.967566987,,1
1.4294,-0.96497,,,,1.429399892,-0.964970063,,0.931167223,2.043184051,,1
1.3634,-0.97977,,,,1.363399892,-0.979770063,,0.959949376,1.858859266,,1
1.2209,-0.97728,,,,1.220899892,-0.977280063,,0.955076322,1.490596546,,1
1.0165,-0.95888,,,,1.016499892,-0.958880063,,0.919450975,1.03327203,,1
0.83572,-0.94135,,,,0.835719892,-0.941350063,,0.886139941,0.698427738,,1
0.63126,-0.91522,,,,0.631259892,-0.915220063,,0.837627764,0.398489051,,1
0.50611,-0.90171,,,,0.506109892,-0.901710063,,0.813081038,0.256147223,,1
0.29506,-0.86758,,,,0.295059892,-0.867580063,,0.752695166,0.08706034,,1
0.2495,-0.86412,,,,0.249499892,-0.864120063,,0.746703483,0.062250196,,1
0.064322,-0.83031,,,,0.064321892,-0.830310063,,0.689414801,0.004137306,,1
-0.08924,-0.79946,,,,-0.089240108,-0.799460063,,0.639136392,0.007963797,,1
-0.26489,-0.76087,,,,-0.264890108,-0.760870063,,0.578923253,0.070166769,,1
-0.37526,-0.73253,,,,-0.375260108,-0.732530063,,0.536600293,0.140820149,,1
-0.33097,-0.73457,,,,-0.330970108,-0.734570063,,0.539593177,0.109541212,,1
-0.41517,-0.71041,,,,-0.415170108,-0.710410063,,0.504682458,0.172366219,,1
-0.6834,-0.64575,,,,-0.683400108,-0.645750063,,0.416993144,0.467035708,,1
-0.78262,-0.61136,,,,-0.782620108,-0.611360063,,0.373761127,0.612494233,,1
-0.83666,-0.58449,,,,-0.836660108,-0.584490063,,0.341628634,0.700000136,,1
-0.93406,-0.5474,,,,-0.934060108,-0.547400063,,0.299646829,0.872468285,,1
-0.96465,-0.52245,,,,-0.964650108,-0.522450063,,0.272954068,0.930549831,,1
-1.024,-0.49082,,,,-1.024000108,-0.490820063,,0.240904334,1.048576221,,1
-0.95833,-0.48434,,,,-0.958330108,-0.484340063,,0.234585297,0.918396596,,1
-1.044,-0.44726,,,,-1.044000108,-0.447260063,,0.200041564,1.089936226,,1
-1.1589,-0.40233,,,,-1.158900108,-0.402330063,,0.16186948,1.34304946,,1
-1.13,-0.38539,,,,-1.130000108,-0.385390063,,0.148525501,1.276900244,,1
-1.2388,-0.34,,,,-1.238800108,-0.340000063,,0.115600043,1.534625708,,1
-1.2125,-0.32093,,,,-1.212500108,-0.320930063,,0.102996105,1.470156512,,1
-1.1135,-0.3177,,,,-1.113500108,-0.317700063,,0.10093333,1.239882491,,1
-1.149,-0.28809,,,,-1.149000108,-0.288090063,,0.082995884,1.320201248,,1
-1.1319,-0.26885,,,,-1.131900108,-0.268850063,,0.072280356,1.281197854,,1
-1.1705,-0.23823,,,,-1.170500108,-0.238230063,,0.056753563,1.370070503,,1
-1.244,-0.19946,,,,-1.244000108,-0.199460063,,0.039784317,1.547536269,,1
-1.1778,-0.18867,,,,-1.177800108,-0.188670063,,0.035596393,1.387213094,,1
-1.3528,-0.12835,,,,-1.352800108,-0.128350063,,0.016473739,1.830068132,,1
-1.1308,-0.14823,,,,-1.130800108,-0.148230063,,0.021972152,1.278708884,,1
-1.1955,-0.11211,,,,-1.195500108,-0.112110063,,0.012568666,1.429220508,,1
-1.2043,-0.086486,,,,-1.204300108,-0.086486063,,0.007479839,1.45033875,,1
-1.2905,-0.04435,,,,-1.290500108,-0.044350063,,0.001966928,1.665390529,,1
-1.3965,0.0036739,,,,-1.396500108,0.003673837,,1.34971E-05,1.950212552,,1
-1.5149,0.056434,,,,-1.514900108,0.056433937,,0.003184789,2.294922337,,1
-1.3568,0.053275,,,,-1.356800108,0.053274937,,0.002838219,1.840906533,,1
-1.4673,0.10358,,,,-1.467300108,0.103579937,,0.010728803,2.152969607,,1
-1.4891,0.13739,,,,-1.489100108,0.137389937,,0.018875995,2.217419132,,1
-1.4607,0.16106,,,,-1.460700108,0.161059937,,0.025940303,2.133644806,,1
-1.511,0.20075,,,,-1.511000108,0.200749937,,0.040300537,2.283121326,,1
-1.4504,0.21807,,,,-1.450400108,0.218069937,,0.047554497,2.103660473,,1
-1.4256,0.24172,,,,-1.425600108,0.241719937,,0.058428528,2.032335668,,1
-1.4642,0.27825,,,,-1.464200108,0.278249937,,0.077423027,2.143881956,,1
-1.406,0.29514,,,,-1.406000108,0.295139937,,0.087107582,1.976836304,,1
-1.4803,0.33879,,,,-1.480300108,0.338789937,,0.114778621,2.19128841,,1
-1.4984,0.37209,,,,-1.498400108,0.372089937,,0.138450921,2.245202884,,1
-1.4042,0.38207,,,,-1.404200108,0.382069937,,0.145977437,1.971777943,,1
-1.3957,0.40823,,,,-1.395700108,0.408229937,,0.166651681,1.947978791,,1
-1.3723,0.43108,,,,-1.372300108,0.431079937,,0.185829912,1.883207586,,1
-1.296,0.44233,,,,-1.296000108,0.442329937,,0.195655773,1.67961628,,1
-1.3097,0.471,,,,-1.309700108,0.470999937,,0.221840941,1.715314373,,1
-1.3588,0.50742,,,,-1.358800108,0.507419937,,0.257474992,1.846337734,,1
-1.3593,0.53459,,,,-1.359300108,0.534589937,,0.285786401,1.847696784,,1
-1.3357,0.55668,,,,-1.335700108,0.556679937,,0.309892552,1.784094779,,1
-1.493,0.61643,,,,-1.493000108,0.616429937,,0.379985867,2.229049322,,1
-1.4773,0.64285,,,,-1.477300108,0.642849937,,0.413256041,2.182415609,,1
-1.5413,0.68577,,,,-1.541300108,0.685769937,,0.470280406,2.375606023,,1
-1.4521,0.69767,,,,-1.452100108,0.697669937,,0.486743341,2.108594724,,1
-1.373,0.70989,,,,-1.373000108,0.709889937,,0.503943723,1.885129297,,1
-1.3112,0.7242,,,,-1.311200108,0.724199937,,0.524465549,1.719245723,,1
-1.4181,0.77285,,,,-1.418100108,0.772849937,,0.597297025,2.011007916,,1
-1.4555,0.80897,,,,-1.455500108,0.808969937,,0.654432359,2.118480564,,1
-1.3582,0.81744,,,,-1.358200108,0.817439937,,0.668208051,1.844707533,,1
-1.3688,0.84671,,,,-1.368800108,0.846709937,,0.716917717,1.873613736,,1
-1.4153,0.88378,,,,-1.415300108,0.883779937,,0.781066977,2.003074396,,1
-1.4306,0.91517,,,,-1.430600108,0.915169937,,0.837536014,2.046616669,,1
-1.4153,0.94043,,,,-1.415300108,0.940429937,,0.884408466,2.003074396,,1
-1.1675,0.91654,,,,-1.167500108,0.916539937,,0.840045456,1.363056502,,1
-1.0453,0.91415,,,,-1.045300108,0.914149937,,0.835670107,1.092652316,,1
-0.93911,0.91268,,,,-0.939110108,0.912679937,,0.832984667,0.881927795,,1
-0.75889,0.89347,,,,-0.758890108,0.893469937,,0.798288528,0.575914196,,1
-0.58159,0.87127,,,,-0.581590108,0.871269937,,0.759111303,0.338247054,,1
-0.43514,0.85203,,,,-0.435140108,0.852029937,,0.725955014,0.189346914,,1
-0.24784,0.82123,,,,-0.247840108,0.821229937,,0.674418609,0.061424719,,1
0.04829,0.76374,,,,0.048289892,0.763739937,,0.583298691,0.002331914,,1
0.18022,0.73494,,,,0.180219892,0.734939937,,0.540136711,0.032479209,,1
0.13279,0.74132,,,,0.132789892,0.741319937,,0.549555249,0.017633155,,1
0.21196,0.72195,,,,0.211959892,0.721949937,,0.521211712,0.044926996,,1
0.19463,0.72133,,,,0.194629892,0.721329937,,0.520316878,0.037880795,,1
0.28416,0.69852,,,,0.284159892,0.698519937,,0.487930102,0.080746844,,1
0.51496,0.64413,,,,0.514959892,0.644129937,,0.414903376,0.26518369,,1
0.71295,0.59203,,,,0.712949892,0.592029937,,0.350499446,0.508297549,,1
0.90743,0.53671,,,,0.907429892,0.536709937,,0.288057556,0.823429009,,1
0.82567,0.53573,,,,0.825669892,0.535729937,,0.287006565,0.681730771,,1
0.91411,0.5005,,,,0.914109892,0.500499937,,0.250500187,0.835596895,,1
0.8848,0.48832,,,,0.884799892,0.488319937,,0.238456361,0.782870849,,1
1.0205,0.44193,,,,1.020499892,0.441929937,,0.195302069,1.04142003,,1
1.1024,0.40417,,,,1.102399892,0.404169937,,0.163353338,1.215285522,,1
1.0573,0.39153,,,,1.057299892,0.391529937,,0.153295692,1.117883062,,1
0.90042,0.40337,,,,0.900419892,0.403369937,,0.162707306,0.810755982,,1
0.97894,0.36871,,,,0.978939892,0.368709937,,0.135947018,0.958323312,,1
0.95565,0.35394,,,,0.955649892,0.353939937,,0.125273479,0.913266716,,1
0.96036,0.33374,,,,0.960359892,0.333739937,,0.111382346,0.922291122,,1
1.0169,0.30251,,,,1.016899892,0.302509937,,0.091512262,1.03408539,,1
0.98194,0.28943,,,,0.981939892,0.289429937,,0.083769688,0.964205952,,1
1.1928,0.22522,,,,1.192799892,0.225219937,,0.05072402,1.422771582,,1
1.191,0.20165,,,,1.190999892,0.201649937,,0.040662697,1.418480743,,1
1.1563,0.18504,,,,1.156299892,0.185039937,,0.034239778,1.33702944,,1
1.1918,0.15431,,,,1.191799892,0.154309937,,0.023811557,1.420386983,,1
1.1103,0.14754,,,,1.110299892,0.147539937,,0.021768033,1.23276585,,1
1.2605,0.093561,,,,1.260499892,0.093560937,,0.008753649,1.588859978,,1
1.2259,0.075519,,,,1.225899892,0.075518937,,0.00570311,1.502830545,,1
1.2823,0.03901,,,,1.282299892,0.039009937,,0.001521775,1.644293013,,1
1.2788,0.013971,,,,1.278799892,0.013970937,,0.000195187,1.635329164,,1
1.1796,0.009202,,,,1.179599892,0.009201937,,8.46756E-05,1.391455905,,1
1.167,-0.011853,,,,1.166999892,-0.011853063,,0.000140495,1.361888748,,1
1.2388,-0.050447,,,,1.238799892,-0.050447063,,0.002544906,1.534625172,,1
1.3384,-0.096334,,,,1.338399892,-0.096334063,,0.009280252,1.791314271,,1
1.362,-0.1282,,,,1.361999892,-0.128200063,,0.016435256,1.855043706,,1
1.4071,-0.16508,,,,1.407099892,-0.165080063,,0.027251427,1.979930106,,1
1.3173,-0.1744,,,,1.317299892,-0.174400063,,0.030415382,1.735279005,,1
1.4345,-0.22558,,,,1.434499892,-0.225580063,,0.050886365,2.05778994,,1
1.5534,-0.27946,,,,1.553399892,-0.279460063,,0.078097927,2.413051224,,1
1.5545,-0.31088,,,,1.554499892,-0.310880063,,0.096646414,2.416469914,,1
1.3747,-0.30417,,,,1.374699892,-0.304170063,,0.092519427,1.889799793,,1
1.3983,-0.33677,,,,1.398299892,-0.336770063,,0.113414075,1.955242588,,1
1.4085,-0.367,,,,1.408499892,-0.367000063,,0.134689046,1.983871946,,1
